round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
1462,117,8,1,-1,-3,0,1,0,0,8,2,-1,-5,0,1,0,0,0,3,-1,-5,0,1,-1,-5,0,1,-1,-5,65,2,-1,-5,0,0,0,0
1463,93,182,1,0,0,179,1,0,0,5,1,0,0,17,2,0,0,0,2,0,0,0,1,-1,-3,0,1,-1,-5,34,1,-1,-10,0,0,0,0
1464,70,18,2,0,0,3,1,0,0,2,2,0,0,10,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,93,2,-1,-5,0,0,0,0
1465,46,12,1,-1,-5,10,1,-1,-5,6,3,-1,-10,2,2,0,0,0,2,-1,-5,0,1,-1,-3,0,1,-1,-10,32,1,-1,-5,0,0,0,0
1466,185,739,1,1,10,555,1,1,5,8,1,1,10,2,1,1,5,0,1,1,5,0,1,1,10,0,1,1,5,34,1,1,5,0,0,0,0
1467,163,0,1,1,7,45,2,0,0,8,1,-1,-10,6,1,0,0,0,1,-1,-5,0,2,-1,-5,0,1,0,0,136,4,0,0,0,0,0,0
1468,137,20,1,0,0,2,1,-1,-5,0,1,1,7,4,1,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-3,101,3,-1,-5,0,0,0,0
1469,115,417,1,1,5,61,1,1,5,3,1,1,5,1,1,1,5,0,2,1,5,0,1,-1,-10,0,1,1,5,32,1,1,5,0,0,0,0
1470,93,155,2,-1,-5,0,1,1,7,5,1,0,0,12,3,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-10,32,1,-1,-5,0,0,0,0
1471,67,61,1,0,0,76,1,0,0,6,1,0,0,5,1,-1,-10,0,1,0,0,0,2,0,0,0,1,-1,-10,34,1,-1,-10,0,0,0,0
1472,43,126,1,0,0,188,2,-1,-5,0,1,1,7,5,1,0,0,0,1,-1,-10,0,1,-1,-5,0,1,-1,-5,35,1,-1,-5,0,0,0,0
1473,21,67,1,1,5,163,1,1,5,7,2,1,5,7,1,1,5,0,1,1,10,0,1,-1,-3,0,1,1,10,100,2,1,5,0,0,0,0
1474,185,4,1,-1,-3,13,1,-1,-3,8,1,-1,-5,6,1,-1,-5,0,1,-1,-15,0,1,-1,-10,0,1,-1,-3,100,2,-1,-5,0,0,0,0
1475,164,27,2,-1,-5,25,2,0,0,2,1,-1,-5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,42,1,-1,-3,0,0,0,0
1476,141,41,2,0,0,71,1,-1,-5,23,5,-1,-5,3,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-3,44,1,0,0,0,0,0,0
1477,112,109,3,0,0,73,3,-1,-5,1,1,-1,-5,9,2,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-10,33,1,-1,-5,0,0,0,0
1478,86,99,2,-1,-5,66,1,-1,-5,1,1,0,0,17,2,0,0,0,2,-1,-15,0,1,-1,-10,0,1,-1,-3,64,2,0,0,0,0,0,0
1479,60,16,1,-1,-5,29,2,0,0,0,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,0,0,32,1,-1,-5,0,0,0,0
1480,39,47,1,1,5,45,2,-1,-5,4,1,1,5,0,1,1,7,0,2,1,5,0,1,-1,-3,0,1,1,5,31,1,-1,-3,0,0,0,0
1481,16,369,2,-1,-5,295,2,-1,-5,4,2,-1,-5,5,1,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-5,34,1,-1,-3,0,0,0,0
1482,185,41,3,-1,-5,23,1,0,0,2,1,-1,-5,2,2,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-10,31,1,-1,-3,0,0,0,0
1483,161,2,2,1,5,0,1,1,5,1,3,1,5,2,1,1,5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-3,40,1,-1,-5,0,0,0,0
1484,137,127,1,-1,-5,123,1,-1,-5,6,1,-1,-10,1,1,0,0,0,1,0,0,0,1,-1,-3,0,2,-1,-5,35,1,-1,-5,0,0,0,0
1485,116,30,1,-1,-5,17,1,-1,-3,9,3,-1,-5,15,2,-1,-5,0,3,-1,-15,0,1,-1,-3,0,2,-1,-5,33,1,-1,-3,0,0,0,0
1486,92,0,1,0,0,9,1,-1,-3,1,2,0,0,1,1,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-5,32,1,-1,-3,0,0,0,0
1487,72,124,1,-1,-5,40,1,-1,-5,0,1,-1,-5,1,1,-1,-5,0,1,-1,-60,0,2,-1,-5,0,1,0,0,91,3,0,0,0,0,0,0
1488,49,2,1,0,0,0,1,1,7,4,1,-1,-10,2,2,-1,-5,0,3,-1,-5,0,1,-1,-5,0,3,-1,-5,75,2,-1,-5,0,0,0,0
1489,182,315,1,1,10,213,1,1,5,2,1,1,5,1,1,1,5,0,1,1,10,0,1,1,5,0,2,1,5,70,2,1,5,0,0,0,0
1490,158,0,1,1,5,23,2,1,5,0,1,1,5,2,1,1,5,0,2,1,25,0,1,1,10,0,1,-1,-5,33,1,1,5,0,0,0,0
1491,135,912,1,-1,-5,1111,1,-1,-10,4,2,0,0,2,1,0,0,0,2,0,0,0,1,-1,-5,0,2,-1,-5,35,1,-1,-5,0,0,0,0
1492,111,1,1,1,5,0,1,1,5,10,1,1,10,9,1,1,10,0,1,1,60,0,1,-1,-3,0,1,-1,-3,38,1,1,5,0,0,0,0
1493,90,78,2,-1,-5,97,1,0,0,3,3,0,0,1,1,-1,-5,0,2,-1,-30,0,1,-1,-5,0,1,-1,-10,32,1,0,0,0,0,0,0
1494,65,736,2,0,0,970,2,0,0,4,1,0,0,3,1,-1,-3,0,1,0,0,0,2,-1,-5,0,1,-1,-3,35,1,-1,-3,0,0,0,0
1495,42,0,1,1,7,325,1,-1,-5,5,1,0,0,8,1,0,0,0,1,-1,-10,0,2,-1,-5,0,1,-1,-5,38,1,0,0,0,0,0,0
1496,184,87,1,-1,-5,56,1,-1,-5,0,1,0,0,3,1,-1,-5,0,3,-1,-10,0,1,-1,-10,0,1,-1,-5,39,1,-1,-5,0,0,0,0
1497,161,70,3,0,0,13,1,0,0,6,1,0,0,1,1,0,0,0,7,-1,-10,0,1,-1,-10,0,1,-1,-5,35,1,0,0,0,0,0,0
1498,128,52,1,-1,-10,40,1,-1,-5,16,5,-1,-5,0,1,1,7,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,100,3,-1,-5,0,0,0,0
1499,100,51,2,-1,-5,5,1,-1,-5,2,2,-1,-5,12,3,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,105,3,-1,-5,0,0,0,0
1500,73,61,1,-1,-5,64,2,-1,-5,1,1,-1,-5,4,1,-1,-10,0,1,0,0,0,1,-1,-5,0,1,0,0,34,1,0,0,0,0,0,0
1501,52,6,1,-1,-3,28,2,-1,-5,0,1,0,0,4,1,0,0,0,3,0,0,0,1,-1,-10,0,1,-1,-10,41,1,-1,-5,0,0,0,0
1502,27,0,1,1,7,110,1,1,5,3,1,1,5,3,1,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,33,1,1,5,0,0,0,0
1503,189,22,1,0,0,120,2,-1,-5,0,1,0,0,4,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,3,-1,-10,34,1,1,7,0,0,0,0
1504,165,101,3,-1,-5,71,1,-1,-10,1,2,0,0,2,1,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-5,35,1,0,0,0,0,0,0
1505,138,84,1,0,0,81,1,0,0,4,1,-1,-5,6,3,0,0,0,2,0,0,0,1,0,0,0,1,1,7,31,1,-1,-3,0,0,0,0
1506,115,77,1,0,0,230,1,0,0,5,1,0,0,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,38,1,-1,-5,0,0,0,0
1507,94,281,3,0,0,136,1,0,0,1,1,-1,-3,15,2,-1,-5,0,3,0,0,0,2,0,0,0,1,-1,-5,32,1,-1,-3,0,0,0,0
1508,69,11,1,-1,-3,23,2,0,0,7,1,0,0,1,1,-1,-5,0,2,-1,-15,0,1,-1,-5,0,1,-1,-5,35,1,-1,-3,0,0,0,0
1509,46,439,3,-1,-5,423,1,-1,-3,6,1,-1,-3,5,1,0,0,0,1,0,0,0,1,-1,-5,0,2,-1,-5,34,1,-1,-3,0,0,0,0
1510,186,27,3,0,0,11,1,-1,-3,10,3,0,0,0,1,-1,-5,0,2,0,0,0,1,-1,-10,0,1,-1,-5,98,3,0,0,0,0,0,0
1511,160,3,1,-1,-3,2,1,0,0,0,2,0,0,3,2,0,0,0,2,0,0,0,2,-1,-5,0,1,0,0,35,1,-1,-5,0,0,0,0
1512,136,1,1,0,0,12,2,0,0,0,1,0,0,2,2,0,0,0,1,-1,-5,0,2,-1,-5,0,2,0,0,34,1,0,0,0,0,0,0
1513,111,11,2,-1,-5,18,1,-1,-3,13,2,0,0,7,1,-1,-10,0,2,0,0,0,1,-1,-5,0,1,-1,-3,36,1,0,0,0,0,0,0
1514,89,430,1,1,5,439,1,1,5,5,1,1,5,3,1,-1,-5,0,1,1,5,0,1,1,5,0,1,-1,-3,38,1,1,5,0,0,0,0
1515,68,26,1,0,0,21,1,-1,-5,4,2,-1,-5,8,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,36,1,-1,-5,0,0,0,0
1516,42,40,1,0,0,26,1,0,0,1,2,0,0,1,1,0,0,0,2,-1,-5,0,1,-1,-3,0,2,-1,-5,31,1,0,0,0,0,0,0
1517,184,509,2,-1,-5,252,1,-1,-5,7,2,-1,-5,2,1,-1,-3,0,2,-1,-5,0,1,-1,-5,0,1,-1,-10,34,1,0,0,0,0,0,0
1518,161,19,2,0,0,3,1,0,0,6,1,0,0,3,2,0,0,0,2,0,0,0,1,0,0,0,1,-1,-3,39,1,0,0,0,0,0,0
1519,138,13,3,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,-1,-3,0,1,0,0,0,1,-1,-10,63,2,0,0,0,0,0,0
1520,115,10,1,-1,-5,24,1,-1,-5,0,1,-1,-5,6,2,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-5,34,1,-1,-5,0,0,0,0
1521,94,8,1,-1,-5,16,2,-1,-5,4,2,-1,-5,17,2,0,0,0,2,0,0,0,1,-1,-3,0,1,-1,-3,102,3,-1,-5,0,0,0,0
1522,70,412,1,-1,-5,569,2,-1,-5,4,1,-1,-5,1,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,31,1,0,0,0,0,0,0
1523,47,46,2,1,5,97,2,1,5,4,1,1,10,4,2,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,32,1,1,10,0,0,0,0
1524,22,542,1,-1,-5,734,1,-1,-5,1,1,-1,-5,0,1,1,7,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,99,3,0,0,0,0,0,0
1525,183,15,1,-1,-5,11,1,-1,-3,0,1,-1,-3,3,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-3,31,1,-1,-3,0,0,0,0
1526,163,38,1,1,5,192,1,1,10,1,1,1,5,3,1,1,5,0,1,1,5,0,1,-1,-5,0,2,1,5,33,1,1,5,0,0,0,0
1527,140,10,3,1,5,33,2,1,5,4,1,1,5,2,1,-1,-5,0,2,1,10,0,1,1,5,0,1,-1,-5,36,1,1,7,0,0,0,0
1528,114,32,2,0,0,48,2,-1,-5,4,1,-1,-5,7,1,0,0,0,1,1,7,0,1,-1,-10,0,2,-1,-5,38,1,0,0,0,0,0,0
1529,91,819,1,0,0,210,1,0,0,2,1,-1,-5,3,2,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,31,1,0,0,0,0,0,0
1530,68,321,1,-1,-5,1377,2,0,0,0,1,-1,-5,4,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,33,1,-1,-5,0,0,0,0
1531,45,25,2,-1,-5,18,2,0,0,4,1,-1,-10,2,2,0,0,0,1,1,7,0,2,0,0,0,1,-1,-3,99,3,-1,-5,0,0,0,0
1532,182,63,1,0,0,125,1,-1,-5,4,1,0,0,1,1,-1,-5,0,1,-1,-60,0,2,0,0,0,1,-1,-3,24,1,-1,-5,0,0,0,0
1533,159,3,1,-1,-3,0,2,1,5,5,1,1,5,0,1,1,7,0,2,1,25,0,1,-1,-3,0,2,-1,-5,68,2,1,5,0,0,0,0
1534,135,28,2,0,0,17,1,-1,-10,4,2,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,63,2,-1,-5,0,0,0,0
1535,112,42,1,1,5,145,1,1,10,1,1,1,5,7,1,1,10,0,1,1,25,0,1,-1,-3,0,1,1,10,32,1,1,7,0,0,0,0
1536,90,47,3,-1,-5,16,1,-1,-3,1,2,1,5,0,1,1,5,0,1,-1,-10,0,1,1,10,0,1,1,10,65,2,1,5,0,0,0,0
1537,63,4,1,0,0,11,1,-1,-3,0,1,-1,-5,4,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,0,0,64,2,-1,-5,0,0,0,0
1538,41,453,3,-1,-5,108,1,-1,-5,3,1,-1,-5,3,1,-1,-5,0,1,0,0,0,2,0,0,0,1,-1,-3,35,1,-1,-5,0,0,0,0
1539,184,369,1,1,10,558,3,1,10,0,1,1,5,1,1,1,5,0,1,1,30,0,2,1,5,0,1,-1,-3,36,1,1,5,0,0,0,0
1540,160,2,1,1,5,28,2,1,5,1,2,1,5,1,1,1,5,0,1,1,35,0,1,-1,-10,0,1,1,5,35,1,1,5,0,0,0,0
1541,138,159,1,1,5,86,1,1,5,2,1,1,5,1,1,1,5,0,1,1,5,0,1,1,10,0,2,1,5,31,1,1,10,0,0,0,0
1542,115,54,3,-1,-5,24,2,0,0,3,2,-1,-5,1,1,-1,-5,0,2,-1,-30,0,1,-1,-5,0,1,-1,-5,31,1,-1,-5,0,0,0,0
1543,90,724,3,-1,-10,406,3,-1,-5,0,1,1,7,4,1,0,0,0,1,-1,-35,0,2,-1,-5,0,1,-1,-10,35,1,-1,-5,0,0,0,0
1544,62,45,1,0,0,87,1,-1,-5,14,1,-1,-10,3,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,0,0,31,1,0,0,0,0,0,0
1545,42,317,1,1,5,210,1,1,5,2,1,1,5,13,2,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,39,1,1,5,0,0,0,0
1546,188,0,1,-1,-5,81,2,-1,-5,1,2,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,3,-1,-15,31,1,-1,-10,0,0,0,0
1547,160,267,2,-1,-5,249,1,0,0,1,1,-1,-5,2,1,-1,-5,0,1,-1,-25,0,1,0,0,0,1,-1,-3,34,1,-1,-5,0,0,0,0
1548,139,42,1,-1,-10,26,1,-1,-5,3,2,-1,-5,1,1,-1,-5,0,1,-1,-25,0,1,-1,-3,0,1,-1,-3,30,1,-1,-5,0,0,0,0
1549,115,0,1,1,7,0,1,1,7,7,3,-1,-5,3,1,-1,-5,0,2,-1,-40,0,2,-1,-5,0,1,-1,-3,36,1,0,0,0,0,0,0
1550,92,26,1,0,0,38,1,-1,-5,4,1,0,0,8,1,-1,-10,0,1,-1,-120,0,1,-1,-5,0,1,-1,-5,65,2,0,0,0,0,0,0
1551,70,15,1,-1,-3,12,1,-1,-3,0,1,1,5,5,1,1,5,0,1,1,75,0,1,1,5,0,2,1,2,35,1,1,5,0,0,0,0
1552,49,6,1,-1,-3,8,2,-1,-5,0,1,1,7,8,1,-1,-10,0,2,0,0,0,2,0,0,0,1,0,0,69,2,-1,-5,0,0,0,0
1553,25,259,2,1,5,61,1,1,5,5,3,1,15,5,1,1,5,0,1,1,5,0,1,1,5,0,1,1,5,33,1,1,5,0,0,0,0
1554,185,123,1,0,0,183,1,-1,-5,5,1,-1,-10,12,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,0,0,68,2,-1,-5,0,0,0,0
1555,162,73,1,0,0,42,1,-1,-5,7,3,-1,-15,1,1,0,0,0,3,0,0,0,2,0,0,0,1,-1,-5,30,1,-1,-5,0,0,0,0
1556,135,6,1,-1,-3,11,2,0,0,6,2,0,0,0,1,1,7,0,2,-1,-20,0,1,-1,-3,0,1,-1,-3,68,2,0,0,0,0,0,0
1557,112,70,2,-1,-5,56,3,0,0,0,1,-1,-5,3,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,32,1,0,0,0,0,0,0
1558,89,0,1,1,7,267,1,-1,-5,10,1,-1,-10,6,1,-1,-10,0,1,1,67,0,1,-1,-3,0,1,-1,-3,66,2,-1,-5,0,0,0,0
1559,67,176,1,0,0,171,1,0,0,0,1,0,0,2,1,-1,-3,0,1,0,0,0,1,1,7,0,1,-1,-5,65,2,0,0,0,0,0,0
1560,48,34,1,0,0,116,2,0,0,2,1,-1,-5,4,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,23,1,0,0,0,0,0,0
1561,25,18,1,-1,-5,19,3,1,5,1,1,-1,-5,1,1,1,5,0,2,-1,-5,0,1,1,10,0,1,1,5,34,1,1,7,0,0,0,0
1562,181,67,1,-1,-5,66,1,-1,-5,1,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,31,1,-1,-10,0,0,0,0
1563,159,42,4,-1,-5,6,1,-1,-3,4,1,0,0,9,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,32,1,0,0,0,0,0,0
1564,137,1,3,0,0,4,1,-1,-3,2,2,0,0,3,2,0,0,0,1,-1,-5,0,1,0,0,0,1,-1,-3,34,1,-1,-3,0,0,0,0
1565,113,22,2,-1,-5,13,2,-1,-5,4,1,0,0,0,1,1,7,0,2,-1,-5,0,1,-1,-3,0,3,-1,-10,62,2,0,0,0,0,0,0
1566,88,22,2,-1,-5,23,1,-1,-3,1,2,-1,-5,4,1,0,0,0,2,0,0,0,1,-1,-5,0,3,-1,-10,33,1,-1,-5,0,0,0,0
1567,62,557,1,-1,-3,275,1,-1,-3,7,2,-1,-5,3,1,-1,-3,0,1,-1,-3,0,1,-1,-5,0,1,-1,-5,66,2,-1,-5,0,0,0,0
1568,41,41,2,1,5,6,1,1,5,3,1,1,5,0,1,1,7,0,1,-1,-3,0,1,-1,-3,0,1,-1,-5,64,2,-1,-5,0,0,0,0
1569,18,26,2,1,5,18,2,1,5,2,1,-1,-5,6,1,1,10,0,1,1,5,0,1,1,5,0,1,-1,-5,32,1,1,5,0,0,0,0
1570,184,441,1,1,10,0,1,1,7,4,1,1,5,5,1,1,5,0,2,1,10,0,1,1,5,0,1,-1,-3,32,1,1,10,0,0,0,0
1571,162,181,1,1,5,685,1,1,5,8,2,1,5,2,1,1,5,0,1,1,15,0,1,1,7,0,1,-1,-3,34,1,1,5,0,0,0,0
1572,141,132,1,-1,-5,192,1,-1,-10,24,4,-1,-15,0,1,1,7,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,32,1,-1,-5,0,0,0,0
1573,116,183,1,0,0,179,1,0,0,12,2,-1,-5,1,1,0,0,0,1,-1,-20,0,1,0,0,0,1,-1,-3,33,1,-1,-5,0,0,0,0
1574,94,514,1,-1,-5,184,1,-1,-5,14,3,-1,-5,7,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,34,1,-1,-5,0,0,0,0
1575,70,46,2,0,0,81,1,0,0,2,2,0,0,24,3,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,98,3,0,0,0,0,0,0
1576,43,100,1,0,0,103,1,-1,-5,0,1,0,0,7,3,-1,-5,0,1,1,7,0,2,-1,-3,0,1,0,0,33,1,-1,-5,0,0,0,0
1577,18,118,1,0,0,119,1,0,0,5,1,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,33,1,-1,-5,0,0,0,0
1578,185,185,1,1,5,1483,2,1,5,4,1,1,5,2,1,1,5,0,1,1,15,0,1,1,5,0,1,-1,-3,32,1,1,5,0,0,0,0
1579,164,15,1,0,0,21,2,0,0,5,3,0,0,1,1,-1,-5,0,1,-1,-5,0,2,0,0,0,1,-1,-5,36,1,-1,-3,0,0,0,0
1580,140,0,1,-1,-5,3,1,-1,-3,2,3,-1,-5,15,4,0,0,0,3,-1,-5,0,1,-1,-5,0,1,-1,-10,99,3,-1,-5,0,0,0,0
1581,109,232,1,-1,-3,234,1,-1,-3,8,4,0,0,5,1,-1,-5,0,2,0,0,0,1,-1,-3,0,1,-1,-3,67,2,-1,-5,0,0,0,0
1582,86,31,2,0,0,0,1,1,7,3,2,-1,-5,3,2,0,0,0,1,1,7,0,1,-1,-5,0,1,-1,-10,106,3,0,0,0,0,0,0
1583,60,27,1,-1,-5,13,1,-1,-5,3,1,-1,-10,1,1,-1,-5,0,1,-1,-5,0,2,-1,-5,0,1,-1,-5,33,1,-1,-5,0,0,0,0
1584,39,3,2,-1,-5,10,2,0,0,4,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,2,0,0,32,1,-1,-5,0,0,0,0
1585,15,11,1,-1,-3,11,1,-1,-3,0,1,-1,-5,6,3,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-5,68,2,-1,-5,0,0,0,0
1586,185,217,1,-1,-5,242,2,-1,-5,2,1,-1,-5,15,1,-1,-10,0,1,-1,-5,0,1,0,0,0,2,0,0,35,1,-1,-5,0,0,0,0
1587,163,215,2,0,0,104,1,-1,-3,6,1,-1,-3,35,5,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,66,2,-1,-5,0,0,0,0
1588,135,20,2,-1,-5,15,1,-1,-10,0,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,51,1,0,0,0,0,0,0
1589,113,75,1,-1,-3,78,1,-1,-3,3,1,-1,-3,2,1,-1,-5,0,1,-1,-5,0,3,-1,-10,0,1,-1,-3,36,1,-1,-3,0,0,0,0
1590,92,1,1,-1,-5,1,1,-1,-5,2,1,-1,-5,7,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,183,4,-1,-10,0,0,0,0
1591,69,18,1,0,0,21,1,-1,-5,5,1,0,0,5,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,36,1,0,0,0,0,0,0
1592,49,3,1,-1,-3,32,4,0,0,4,2,-1,-5,14,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,5,-1,-5,46,1,-1,-5,0,0,0,0
1593,17,46,1,0,0,91,1,-1,-5,3,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,45,1,-1,-5,0,0,0,0
1594,187,223,2,0,0,250,1,-1,-3,3,1,-1,-5,21,2,0,0,0,2,0,0,0,1,-1,-10,0,1,-1,-3,167,3,0,0,0,0,0,0
1595,162,426,1,-1,-5,126,1,0,0,1,1,-1,-5,2,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-3,35,1,0,0,0,0,0,0
1596,141,379,1,0,0,759,1,-1,-5,4,1,0,0,2,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-10,35,1,-1,-10,0,0,0,0
1597,120,107,3,0,0,115,2,0,0,1,1,0,0,16,3,0,0,0,1,0,0,0,1,0,0,0,2,-1,-5,70,2,0,0,0,0,0,0
1598,94,22,1,0,0,85,3,0,0,4,3,0,0,1,1,-1,-5,0,1,-1,-50,0,1,-1,-3,0,1,-1,-3,69,2,0,0,0,0,0,0
1599,71,547,2,1,5,923,1,1,10,2,1,1,5,6,1,1,5,0,1,1,20,0,1,-1,-3,0,1,-1,-10,32,1,1,5,0,0,0,0
1600,48,94,2,-1,-5,26,2,0,0,4,1,0,0,1,1,-1,-5,0,1,-1,-15,0,1,0,0,0,1,-1,-5,71,2,-1,-5,0,0,0,0
1601,26,541,2,-1,-5,183,1,-1,-5,2,1,-1,-5,6,1,0,0,0,2,-1,-5,0,1,-1,-5,0,4,-1,-18,66,2,-1,-5,0,0,0,0
1602,180,459,2,1,5,61,1,1,5,2,2,1,5,10,2,1,5,0,1,1,5,0,1,-1,-3,0,1,1,10,33,1,1,10,0,0,0,0
1603,154,7,1,-1,-3,11,1,-1,-3,0,1,1,7,6,2,-1,-5,0,3,-1,-5,0,1,-1,-5,0,1,-1,-5,38,1,-1,-3,0,0,0,0
1604,132,21,2,0,0,11,2,-1,-5,4,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,0,0,0,1,-1,-5,33,1,-1,-5,0,0,0,0
1605,110,213,1,1,5,0,1,1,7,5,1,1,10,5,1,1,10,0,3,1,5,0,1,1,5,0,1,1,5,33,1,1,10,0,0,0,0
1606,86,24,1,-1,-5,35,1,-1,-5,21,3,0,0,3,2,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-3,35,1,-1,-5,0,0,0,0
1607,61,114,1,1,5,224,1,1,10,8,3,1,5,10,1,1,5,0,1,1,10,0,1,1,5,0,1,-1,-3,33,1,1,5,0,0,0,0
1608,38,14,1,-1,-5,23,1,0,0,1,2,0,0,10,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,33,1,-1,-3,0,0,0,0
1609,187,6,1,0,0,2,1,0,0,5,2,-1,-5,0,1,1,7,0,2,-1,-5,0,1,-1,-3,0,1,-1,-10,70,2,-1,-5,0,0,0,0
1610,163,22,3,-1,-5,13,2,-1,-5,4,1,-1,-10,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,35,1,-1,-3,0,0,0,0
1611,139,14,2,0,0,60,2,-1,-5,4,1,-1,-10,1,1,-1,-5,0,2,0,0,0,3,-1,-15,0,1,-1,-3,123,4,-1,-5,0,0,0,0
1612,108,171,1,1,5,246,1,-1,-3,4,1,-1,-5,5,1,1,5,0,2,1,5,0,1,1,10,0,1,1,10,32,1,-1,-3,0,0,0,0
1613,82,257,1,1,5,198,1,1,5,12,1,1,10,15,2,-1,-5,0,1,1,5,0,1,1,5,0,1,1,10,34,1,1,5,0,0,0,0
1614,59,4,1,1,5,12,3,1,5,4,1,1,5,12,5,1,5,0,3,1,5,0,4,0,0,0,1,-1,-3,34,1,1,5,0,0,0,0
1615,28,47,1,-1,-5,49,1,-1,-10,2,1,-1,-5,2,1,-1,-5,0,1,-1,-10,0,4,-1,-15,0,1,-1,-5,33,1,-1,-10,0,0,0,0
1616,182,7,1,-1,-3,10,1,-1,-3,2,2,-1,-5,0,1,-1,-5,0,1,-1,-15,0,1,-1,-3,0,1,-1,-3,35,1,-1,-5,0,0,0,0
1617,161,903,2,-1,-5,373,1,-1,-5,9,2,-1,-5,2,1,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,1,7,25,1,0,0,0,0,0,0
1618,137,7,1,-1,-3,0,1,1,7,0,1,1,5,3,1,-1,-5,0,2,1,20,0,1,1,5,0,1,1,5,34,1,-1,-3,0,0,0,0
1619,115,5,1,0,0,17,1,-1,-5,0,1,1,7,2,2,0,0,0,1,0,0,0,1,0,0,0,3,-1,-5,36,1,0,0,0,0,0,0
