round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
1306,182,17,3,-1,-5,4,1,-1,-3,4,3,-1,-5,1,1,-1,-5,0,2,-1,-10,0,1,-1,-5,0,2,-1,-5,88,2,-1,-5,16,1,-1,-5
1307,153,83,1,-1,-5,77,1,-1,-5,1,1,-1,-5,1,1,-1,-5,0,1,-1,-40,0,1,-1,-5,0,1,-1,-5,33,1,-1,-5,197,1,-1,-10
1308,132,17,1,1,5,0,1,1,7,4,2,1,5,1,1,1,5,0,1,1,20,0,1,1,5,0,2,1,5,52,1,-1,-5,14,1,1,10
1309,107,31,2,-1,-5,50,2,1,5,2,2,1,5,1,1,1,5,0,1,1,5,0,1,1,10,0,1,1,5,38,1,-1,-3,2,1,1,10
1310,80,1034,2,1,5,1339,1,1,10,1,1,1,5,3,1,1,5,0,1,1,25,0,1,1,5,0,1,1,5,34,1,1,5,727,1,1,10
1311,56,423,1,0,0,367,1,-1,-10,7,3,-1,-10,14,5,-1,-10,0,1,-1,-30,0,1,-1,-5,0,1,-1,-3,35,1,-1,-5,152,1,-1,-10
1312,24,193,1,-1,-3,308,1,-1,-3,2,1,-1,-3,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,40,1,-1,-5,332,2,-1,-10
1313,187,201,1,-1,-10,155,1,-1,-5,13,4,-1,-5,1,1,0,0,0,1,0,0,0,2,0,0,0,1,-1,-5,32,1,0,0,76,1,0,0
1314,159,86,2,1,5,0,2,1,5,2,2,1,5,1,1,-1,-3,0,1,1,25,0,1,-1,-10,0,1,1,10,24,1,-1,-3,0,1,1,10
1315,130,2,1,1,5,14,2,1,5,2,2,1,5,11,2,-1,-5,0,1,-1,-3,0,1,-1,-10,0,1,1,5,34,1,-1,-5,29,2,1,10
1316,102,15,2,-1,-5,31,1,-1,-3,0,1,-1,-5,1,1,-1,-5,0,3,-1,-5,0,1,-1,-3,0,1,-1,-3,34,1,-1,-3,7,1,-1,-10
1317,78,21,1,0,0,69,2,-1,-5,2,1,-1,-5,11,3,0,0,0,1,0,0,0,1,-1,-10,0,1,-1,-10,90,3,0,0,102,2,0,0
1318,48,6,1,1,5,5,1,1,5,14,2,-1,-5,2,1,-1,-5,0,1,1,5,0,1,1,5,0,1,1,10,72,2,1,5,15,1,1,10
1319,182,475,1,-1,-5,0,1,0,0,11,3,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,34,1,-1,-3,292,1,-1,-10
1320,155,49,2,1,5,53,1,1,5,1,1,1,5,13,2,-1,-5,0,2,-1,-5,0,2,1,5,0,2,1,5,32,1,1,5,27,1,-1,-10
1321,126,363,1,-1,-5,1119,3,-1,-5,1,1,-1,-5,4,1,-1,-5,0,1,-1,-10,0,2,-1,-5,0,1,-1,-3,91,2,-1,-5,1010,1,-1,-10
1322,97,133,3,-1,-5,38,2,-1,-5,2,1,-1,-5,2,1,-1,-5,0,2,-1,-5,0,1,-1,-10,0,1,0,0,34,1,0,0,62,1,-1,-10
1323,66,94,1,-1,-3,71,1,0,0,3,1,-1,-5,19,3,1,14,0,2,-1,-5,0,1,-1,-5,0,1,-1,-3,67,2,-1,-5,104,2,0,0
1324,39,45,1,-1,-5,68,3,0,0,5,1,-1,-10,3,2,0,0,0,2,-1,-5,0,1,-1,-10,0,1,-1,-3,36,1,0,0,62,1,0,0
1325,180,6,1,-1,-3,3,1,-1,-5,1,1,-1,-5,5,1,0,0,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,86,2,0,0,10,1,-1,-10
1326,155,387,2,-1,-5,396,3,-1,-5,4,1,-1,-3,3,1,-1,-3,0,2,-1,-5,0,1,-1,-10,0,1,-1,-5,34,1,-1,-5,399,2,-1,-10
1327,128,135,3,1,15,170,3,1,15,2,1,1,5,11,2,1,5,0,1,1,10,0,1,1,10,0,1,-1,-3,37,1,1,5,21,1,1,10
1328,95,22,2,0,0,19,2,0,0,2,1,-1,-3,1,1,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,-1,-3,66,2,0,0,0,1,1,15
1329,70,5,3,-1,-5,1,1,-1,-3,5,2,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,32,1,-1,-3,15,1,-1,-10
1330,43,32,1,-1,-3,18,1,-1,-5,1,2,-1,-5,5,2,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-10,34,1,-1,-5,4,1,-1,-10
1331,17,24,1,0,0,27,1,0,0,4,1,0,0,13,2,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,34,1,-1,-10,23,1,-1,-20
1332,183,47,2,1,5,27,1,1,5,0,1,1,5,1,1,1,5,0,2,-1,-15,0,1,1,5,0,1,1,5,69,2,1,5,12,1,1,10
1333,157,3,1,-1,-5,7,1,-1,-3,0,1,-1,-5,1,1,-1,-5,0,1,-1,-15,0,2,-1,-5,0,1,0,0,74,2,0,0,43,2,-1,-10
1334,134,24,1,0,0,94,1,0,0,4,1,0,0,5,2,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,91,3,-1,-5,50,2,-1,-10
1335,104,2148,1,0,0,1017,1,-1,-5,2,1,-1,-5,31,3,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-3,37,1,-1,-5,2145,1,0,0
1336,77,39,1,0,0,5,1,-1,-5,3,2,-1,-5,7,3,-1,-5,0,1,1,7,0,1,-1,-3,0,1,-1,-10,35,1,0,0,9,1,-1,-10
1337,49,1,1,0,0,18,3,0,0,5,1,-1,-10,3,2,0,0,0,2,-1,-5,0,1,-1,-3,0,2,-1,-5,104,3,0,0,6,1,-1,-10
1338,20,149,1,-1,-5,166,1,-1,-5,0,1,1,7,18,1,0,0,0,1,-1,-5,0,1,0,0,0,1,-1,-5,39,1,-1,-5,228,1,-1,-9
1339,185,44,1,-1,-5,72,1,-1,-10,4,1,0,0,4,2,0,0,0,1,0,0,0,2,-1,-5,0,1,-1,-3,68,2,-1,-5,65,1,0,0
1340,158,8,1,1,5,16,1,-1,-3,1,1,1,5,1,1,-1,-5,0,3,1,5,0,2,1,5,0,1,1,5,30,1,-1,-3,2,1,1,7
1341,132,180,1,-1,-5,154,1,-1,-5,17,1,0,0,8,1,-1,-10,0,3,0,0,0,1,-1,-10,0,3,-1,-10,36,1,0,0,320,2,0,0
1342,102,15,3,1,5,0,1,1,5,21,7,1,10,3,1,1,5,0,2,1,25,0,1,-1,-3,0,1,-1,-5,121,3,1,5,7,1,-1,-5
1343,69,44,1,1,5,38,2,1,5,3,2,1,5,3,1,-1,-10,0,1,1,25,0,2,1,5,0,1,-1,-3,35,1,-1,-5,30,2,1,8
1344,42,1,2,0,0,1,1,-1,-3,1,1,-1,-3,17,6,-1,-5,0,1,-1,-5,0,1,-1,-3,0,4,-1,-8,41,1,-1,-3,0,1,0,0
1345,11,85,1,-1,-3,165,1,-1,-3,0,1,1,7,26,3,1,5,0,1,-1,-5,0,1,1,5,0,1,-1,-3,64,2,1,5,457,1,-1,-5
1346,182,579,1,0,0,564,2,-1,-5,6,1,0,0,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,99,3,-1,-5,111,1,0,0
1347,158,17,3,0,0,10,2,0,0,3,2,-1,-5,16,3,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,135,3,0,0,0,1,1,12
1348,127,64,2,-1,-5,8,1,0,0,3,2,0,0,6,1,-1,-10,0,1,0,0,0,1,-1,-5,0,1,-1,-10,70,2,0,0,24,1,-1,-10
1349,101,0,1,0,0,512,2,-1,-5,2,1,-1,-3,1,1,-1,-5,0,1,-1,-50,0,1,-1,-5,0,1,-1,-5,35,1,-1,-3,188,1,-1,-9
1350,79,38,1,0,0,53,1,-1,-3,0,1,-1,-3,23,2,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-5,68,2,0,0,44,2,0,0
1351,53,6,1,1,5,12,1,-1,-3,4,2,1,5,5,1,1,5,0,1,1,45,0,1,-1,-10,0,1,1,5,33,1,1,5,7,1,1,7
1352,29,46,3,0,0,13,1,-1,-5,10,2,-1,-5,3,2,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,1,7,41,1,-1,-5,0,1,1,12
1353,180,1,1,-1,-5,0,2,-1,-5,0,1,1,7,1,1,-1,-5,0,3,0,0,0,1,-1,-3,0,1,-1,-10,127,3,0,0,17,2,0,0
1354,150,38,1,1,5,76,1,1,5,2,1,1,5,3,1,1,5,0,1,1,5,0,2,1,5,0,1,-1,-5,36,1,1,5,242,2,1,10
1355,125,244,1,0,0,352,2,0,0,9,2,0,0,1,1,0,0,0,3,0,0,0,1,-1,-3,0,2,-1,-5,36,1,0,0,257,1,0,0
1356,100,55,1,1,5,26,1,-1,-5,4,1,1,10,6,1,1,5,0,1,-1,-5,0,1,1,5,0,1,-1,-10,96,3,1,5,20,2,-1,-10
1357,71,166,1,-1,-5,165,1,-1,-5,4,1,0,0,10,3,0,0,0,3,-1,-5,0,2,-1,-5,0,1,-1,-5,34,1,0,0,39,1,-1,-10
1358,42,4,1,-1,-3,0,1,0,0,6,2,-1,-5,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,69,2,-1,-5,3,1,-1,-9
1359,17,65,1,0,0,62,1,0,0,5,1,0,0,6,1,-1,-10,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,34,1,0,0,259,2,0,0
1360,184,427,1,-1,-5,0,1,1,7,0,1,0,0,2,1,-1,-5,0,3,0,0,0,2,-1,-5,0,1,-1,-5,34,1,0,0,111,1,-1,-7
1361,158,91,1,1,5,159,3,1,10,15,1,1,10,5,2,1,5,0,1,1,5,0,1,-1,-3,0,3,1,5,33,1,1,10,79,1,1,5
1362,130,42,2,0,0,24,3,-1,-5,0,1,-1,-5,22,4,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,35,1,-1,-3,25,3,-1,-6
1363,101,42,1,-1,-5,83,3,1,10,1,2,1,5,4,1,1,5,0,1,-1,-5,0,3,-1,-5,0,1,1,5,71,2,-1,-5,97,1,1,10
1364,68,36,1,-1,-5,35,2,0,0,0,1,0,0,0,1,0,0,0,1,-1,-3,0,1,0,0,0,1,-1,-5,36,1,-1,-10,9,1,0,0
1365,44,94,1,-1,-5,486,2,0,0,1,1,-1,-5,3,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,35,1,-1,-5,224,3,-1,-7
1366,16,42,1,-1,-5,26,1,-1,-5,5,1,-1,-5,4,1,0,0,0,2,0,0,0,2,-1,-5,0,1,-1,-3,66,2,0,0,26,1,-1,-6
1367,181,7,1,0,0,8,1,0,0,2,1,-1,-5,2,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,1,7,32,1,-1,-5,16,1,-1,-5
1368,155,10,1,-1,-3,61,3,1,5,3,1,1,10,13,3,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,66,2,-1,-5,5,1,1,4
1369,127,125,2,-1,-5,39,1,-1,-5,0,1,0,0,5,1,0,0,0,2,-1,-15,0,1,-1,-3,0,1,-1,-5,68,2,0,0,83,1,0,0
1370,99,0,1,1,7,54,2,1,5,3,4,1,5,3,1,1,5,0,1,-1,-60,0,2,1,5,0,1,1,5,38,1,1,5,8,1,1,4
1371,72,266,2,-1,-5,200,1,-1,-3,0,1,-1,-5,4,1,-1,-3,0,3,0,0,0,1,-1,-10,0,1,-1,-5,35,1,-1,-5,204,1,-1,-5
1372,48,187,1,1,5,545,2,1,5,5,1,1,10,2,1,1,5,0,1,1,5,0,1,-1,-3,0,2,1,5,34,1,1,5,402,1,1,4
1373,183,27,2,0,0,3,1,-1,-3,5,3,-1,-5,0,1,1,7,0,1,1,52,0,1,-1,-3,0,1,-1,-10,39,1,-1,-3,2,1,0,0
1374,159,0,1,-1,-5,4,1,-1,-3,0,1,0,0,4,1,-1,-5,0,1,-1,-18,0,2,-1,-5,0,3,-1,-15,36,1,-1,-3,8,1,-1,-5
1375,133,325,1,1,5,769,1,1,10,0,1,1,7,1,1,1,5,0,1,1,10,0,1,1,5,0,2,1,5,34,1,1,5,1111,2,1,4
1376,108,452,1,-1,-3,766,3,0,0,4,1,-1,-3,2,1,-1,-3,0,2,0,0,0,1,-1,-5,0,2,-1,-5,34,1,-1,-3,488,2,0,0
1377,82,4,1,1,5,23,1,-1,-3,12,3,1,5,3,1,1,5,0,1,1,45,0,1,1,5,0,1,1,10,63,2,-1,-5,32,2,1,5
1378,55,275,1,-1,-5,338,1,-1,-5,2,1,-1,-5,1,1,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,-1,-3,33,1,-1,-5,428,1,0,0
1379,31,83,1,-1,-5,76,1,-1,-5,3,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,1,7,0,1,-1,-3,99,3,-1,-5,115,1,-1,-6
1380,185,0,1,-1,-5,94,2,-1,-5,0,1,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,30,1,-1,-5,77,1,-1,-5
1381,162,10,1,-1,-3,2,1,1,5,2,2,1,5,0,1,1,5,0,1,1,20,0,1,-1,-3,0,1,1,10,66,2,1,5,14,1,1,8
1382,137,358,1,-1,-5,551,1,-1,-5,2,1,-1,-5,0,1,1,7,0,1,-1,-25,0,1,1,7,0,1,-1,-5,34,1,-1,-5,189,1,0,0
1383,115,19,1,0,0,6,1,-1,-3,6,1,0,0,5,3,0,0,0,2,0,0,0,1,-1,-3,0,1,-1,-5,35,1,0,0,9,3,0,0
1384,90,21,3,0,0,9,1,-1,-3,2,2,0,0,7,2,0,0,0,1,-1,-5,0,2,0,0,0,2,-1,-5,71,2,-1,-5,23,3,-1,-5
1385,60,5,1,1,5,30,3,1,5,5,2,1,5,4,1,1,5,0,1,1,20,0,1,-1,-3,0,1,-1,-3,106,3,1,5,11,3,1,4
1386,31,255,1,-1,-3,168,1,-1,-3,4,1,-1,-5,11,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,32,1,-1,-3,184,1,-1,-5
1387,184,15,2,1,5,10,1,-1,-3,3,1,-1,-5,12,3,1,5,0,1,1,20,0,1,1,5,0,1,-1,-10,66,2,-1,-5,7,1,-1,-2
1388,156,548,1,1,5,539,1,1,5,1,1,1,5,4,1,1,5,0,1,1,40,0,1,-1,-10,0,1,-1,-3,33,1,1,5,552,1,1,8
1389,132,190,1,1,5,203,1,1,5,1,1,1,5,4,1,1,5,0,1,1,30,0,1,1,10,0,1,-1,-3,33,1,1,5,764,2,1,5
1390,108,219,1,-1,-5,1331,3,-1,-10,2,1,-1,-5,10,3,-1,-5,0,1,-1,-55,0,1,-1,-3,0,1,-1,-3,37,1,0,0,853,1,-1,-6
1391,82,10,1,-1,-5,40,1,-1,-5,1,1,-1,-5,36,6,1,2,0,4,0,0,0,1,-1,-5,0,1,-1,-3,36,1,0,0,0,1,1,7
1392,53,12,1,-1,-5,25,4,0,0,0,1,-1,-5,3,2,0,0,0,2,-1,-5,0,2,-1,-5,0,2,-1,-5,33,1,0,0,38,1,0,0
1393,26,17,1,1,5,7,1,1,5,2,1,-1,-5,0,1,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,68,2,-1,-5,7,1,1,6
1394,184,32,3,-1,-5,18,2,-1,-5,3,1,-1,-10,1,1,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-5,103,3,0,0,55,2,-1,-8
1395,155,86,2,0,0,65,1,-1,-5,2,1,-1,-5,5,1,0,0,0,1,1,7,0,3,-1,-15,0,1,-1,-5,69,2,0,0,146,3,0,0
1396,125,25,1,-1,-5,54,2,-1,-5,7,2,0,0,1,1,-1,-5,0,1,0,0,0,1,0,0,0,1,0,0,36,1,-1,-5,33,3,0,0
1397,94,184,1,0,0,1496,1,0,0,6,1,0,0,2,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,35,1,-1,-5,557,1,0,0
1398,72,28,1,0,0,63,1,-1,-5,2,1,-1,-5,12,3,-1,-5,0,2,0,0,0,1,0,0,0,1,0,0,69,2,-1,-5,0,1,1,9
1399,41,509,3,1,5,254,3,1,17,2,2,1,5,10,2,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,36,1,1,5,28,1,1,8
1400,12,19,2,1,5,51,3,1,5,0,1,1,7,1,1,1,5,0,1,-1,-5,0,1,1,5,0,1,-1,-3,34,1,-1,-5,70,4,1,9
1401,179,267,1,-1,-3,343,1,0,0,3,1,-1,-3,2,1,-1,-3,0,1,0,0,0,1,-1,-5,0,1,-1,-5,32,1,-1,-3,337,1,-1,-5
1402,159,11,1,0,0,13,1,-1,-3,1,1,0,0,21,3,0,0,0,4,0,0,0,1,-1,-3,0,1,-1,-5,37,1,0,0,13,1,-1,-10
1403,133,395,1,-1,-5,1156,2,-1,-5,0,1,0,0,8,1,-1,-10,0,3,-1,-15,0,2,-1,-5,0,2,-1,-5,33,1,-1,-5,178,1,-1,-8
1404,104,13,3,0,0,19,3,-1,-5,1,1,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-3,0,1,-1,-3,34,1,-1,-5,13,1,-1,-4
1405,79,210,1,-1,-3,320,1,0,0,2,1,-1,-3,3,1,-1,-3,0,1,-1,-13,0,1,-1,-5,0,1,-1,-10,31,1,-1,-3,123,1,-1,-6
1406,58,8,1,-1,-3,14,1,-1,-3,1,2,-1,-5,2,1,-1,-5,0,1,-1,-20,0,1,-1,-10,0,1,-1,-5,37,1,1,7,17,1,-1,-3
1407,36,65,1,-1,-5,113,1,0,0,3,1,-1,-5,0,1,1,7,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,34,1,-1,-5,62,1,-1,-4
1408,185,337,3,0,0,162,1,-1,-3,2,2,0,0,3,1,-1,-3,0,2,-1,-5,0,1,-1,-3,0,1,0,0,34,1,-1,-3,390,2,-1,-3
1409,159,6,1,-1,-3,15,2,-1,-5,3,1,-1,-5,4,1,0,0,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,106,3,-1,-5,0,1,0,0
1410,133,204,3,1,5,69,1,1,5,20,2,1,5,4,1,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,31,1,1,5,91,1,-1,-3
1411,106,0,1,-1,-5,31,2,-1,-5,1,1,-1,-5,1,1,-1,-5,0,3,0,0,0,1,0,0,0,1,-1,-10,32,1,-1,-5,0,1,0,0
1412,78,0,1,1,5,115,1,1,5,14,1,1,10,1,1,1,5,0,1,1,5,0,1,1,10,0,1,1,5,36,1,1,5,75,1,1,2
1413,54,964,1,-1,-5,1815,1,0,0,4,4,0,0,5,1,0,0,0,1,0,0,0,1,-1,-10,0,1,-1,-5,37,1,-1,-5,656,2,0,0
1414,27,3,1,-1,-5,50,3,0,0,3,2,0,0,12,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,36,1,-1,-3,4,1,-1,-1
1415,183,3,1,-1,-5,3,1,-1,-5,1,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-3,37,1,0,0,12,2,0,0
1416,160,44,2,-1,-5,6,1,-1,-5,1,3,-1,-5,1,1,-1,-3,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,35,1,-1,-3,27,4,-1,-2
1417,132,1,2,1,5,7,3,1,5,0,1,1,5,27,3,1,5,0,1,-1,-5,0,3,-1,-5,0,1,1,5,32,1,1,5,0,1,-1,-2
1418,100,415,1,-1,-5,547,2,-1,-5,6,1,-1,-10,0,1,1,7,0,1,-1,-5,0,1,0,0,0,2,0,0,35,1,-1,-5,0,0,0,0
1419,76,321,1,-1,-5,224,1,-1,-5,5,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-3,81,2,-1,-5,0,0,0,0
1420,55,110,1,-1,-10,0,1,1,7,2,1,-1,-5,7,1,0,0,0,1,-1,-10,0,1,-1,-5,0,1,-1,-3,56,1,0,0,0,0,0,0
1421,33,11,1,-1,-3,4,1,-1,-3,18,4,1,5,14,1,-1,-5,0,2,1,5,0,2,1,5,0,1,1,5,66,2,1,5,0,0,0,0
1422,182,12,2,-1,-5,25,2,1,5,0,1,1,5,25,3,1,5,0,1,1,20,0,1,-1,-3,0,1,1,5,147,3,1,5,0,0,0,0
1423,156,53,1,-1,-5,30,1,-1,-5,0,1,0,0,1,1,-1,-5,0,2,-1,-10,0,1,-1,-5,0,1,-1,-3,51,1,-1,-5,0,0,0,0
1424,134,274,2,0,0,0,1,1,7,14,2,0,0,5,1,-1,-3,0,1,0,0,0,1,-1,-5,0,1,-1,-3,38,1,-1,-3,0,0,0,0
1425,111,3,1,-1,-5,5,1,-1,-3,7,2,0,0,9,2,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,-1,-10,38,1,0,0,0,0,0,0
1426,89,13,1,1,10,12,2,-1,-5,1,1,1,5,3,2,1,5,0,1,1,15,0,1,1,5,0,1,-1,-10,35,1,-1,-5,0,0,0,0
1427,64,58,1,-1,-5,48,1,-1,-5,5,1,-1,-10,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,33,1,-1,-5,0,0,0,0
1428,42,137,1,1,5,127,1,1,5,12,2,1,5,2,1,1,5,0,1,1,5,0,1,1,10,0,1,1,5,32,1,1,10,0,0,0,0
1429,185,16,2,0,0,14,2,-1,-5,16,2,0,0,1,1,-1,-5,0,1,-1,-20,0,1,-1,-3,0,1,-1,-5,32,1,0,0,0,0,0,0
1430,163,256,1,-1,-3,276,1,0,0,1,1,-1,-3,42,5,0,0,0,2,-1,-45,0,1,-1,-5,0,1,-1,-3,33,1,-1,-3,0,0,0,0
1431,138,5,1,-1,-3,0,1,1,7,4,1,0,0,7,1,0,0,0,2,-1,-50,0,1,-1,-5,0,1,-1,-3,35,1,-1,-5,0,0,0,0
1432,116,11,1,-1,-3,10,1,-1,-3,5,1,0,0,4,1,0,0,0,2,-1,-45,0,1,-1,-3,0,2,-1,-8,63,2,-1,-5,0,0,0,0
1433,92,1205,2,-1,-5,642,1,0,0,4,1,-1,-5,6,1,-1,-5,0,1,0,0,0,1,0,0,0,1,0,0,60,1,-1,-5,0,0,0,0
1434,71,58,3,1,5,34,1,1,5,1,1,-1,-3,3,1,1,5,0,2,1,45,0,1,1,10,0,1,1,5,45,1,-1,-3,0,0,0,0
1435,48,0,1,1,7,247,5,1,15,1,1,1,5,4,1,1,5,0,1,1,50,0,1,1,5,0,1,1,10,41,1,1,7,0,0,0,0
1436,23,70,1,-1,-5,214,2,-1,-5,20,7,-1,-5,17,3,-1,-5,0,2,-1,-5,0,1,-1,-10,0,1,-1,-5,36,1,-1,-10,0,0,0,0
1437,176,0,1,1,7,85,1,-1,-10,3,1,-1,-5,3,1,-1,-5,0,7,-1,-160,0,1,-1,-3,0,1,-1,-5,33,1,0,0,0,0,0,0
1438,149,30,1,-1,-5,46,1,-1,-5,2,1,-1,-5,5,1,-1,-10,0,1,-1,-40,0,1,-1,-10,0,1,-1,-3,36,1,-1,-5,0,0,0,0
1439,125,174,1,0,0,529,3,0,0,4,1,-1,-3,3,1,-1,-3,0,1,-1,-40,0,1,-1,-3,0,1,0,0,37,1,-1,-3,0,0,0,0
1440,103,32,1,0,0,61,1,-1,-10,2,1,-1,-5,3,1,-1,-5,0,1,1,60,0,1,-1,-10,0,1,-1,-10,45,1,-1,-3,0,0,0,0
1441,80,13,1,-1,-5,14,1,-1,-3,4,2,-1,-5,5,1,-1,-5,0,1,-1,-70,0,1,-1,-3,0,1,-1,-3,87,2,-1,-5,0,0,0,0
1442,59,151,1,1,5,147,1,1,5,5,3,1,10,2,1,1,5,0,1,1,80,0,1,1,5,0,1,-1,-10,33,1,1,5,0,0,0,0
1443,36,9,2,1,5,44,3,1,5,5,1,1,10,5,1,1,10,0,1,1,10,0,1,1,5,0,1,-1,-5,70,2,1,5,0,0,0,0
1444,181,32,2,0,0,18,1,-1,-5,5,1,0,0,9,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,34,1,0,0,0,0,0,0
1445,158,75,3,1,5,13,1,1,5,3,2,1,5,0,1,1,7,0,1,1,55,0,1,1,10,0,1,-1,-3,65,2,1,5,0,0,0,0
1446,134,85,2,0,0,17,1,0,0,2,1,-1,-5,2,1,-1,-5,0,3,0,0,0,2,-1,-5,0,3,-1,-15,141,4,0,0,0,0,0,0
1447,103,99,8,-1,-5,9,1,-1,-3,1,1,-1,-5,13,2,-1,-5,0,1,-1,-15,0,1,-1,-10,0,1,-1,-5,34,1,-1,-5,0,0,0,0
1448,74,24,2,-1,-5,2,1,0,0,0,1,1,7,2,2,0,0,0,3,-1,-20,0,1,0,0,0,2,-1,-8,69,2,-1,-5,0,0,0,0
1449,46,56,1,1,5,30,1,1,5,7,1,1,10,16,1,1,10,0,1,1,10,0,1,1,5,0,1,-1,-3,36,1,1,5,0,0,0,0
1450,24,5,1,-1,-3,17,3,-1,-5,2,1,-1,-5,7,2,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,67,2,-1,-5,0,0,0,0
1451,183,49,1,-1,-5,148,1,0,0,1,1,-1,-5,2,1,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-5,36,1,-1,-5,0,0,0,0
1452,163,361,1,-1,-10,191,1,-1,-5,1,1,-1,-5,7,1,-1,-10,0,1,-1,-45,0,1,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
1453,142,110,1,1,5,319,1,1,5,1,1,1,5,3,1,1,5,0,1,1,120,0,3,-1,-8,0,1,-1,-3,32,1,1,5,0,0,0,0
1454,118,39,2,0,0,0,1,1,7,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,7,35,1,0,0,0,0,0,0
1455,98,21,1,1,5,66,2,1,5,0,1,1,7,0,1,1,5,0,1,1,25,0,4,1,10,0,2,1,5,33,1,1,5,0,0,0,0
1456,74,0,1,-1,-3,0,1,-1,-3,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,70,2,-1,-5,0,0,0,0
1457,52,196,3,-1,-5,402,2,-1,-5,2,1,-1,-3,6,3,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,23,1,-1,-3,0,0,0,0
1458,29,325,1,1,10,330,1,1,10,8,1,1,10,7,1,1,10,0,1,1,5,0,1,-1,-5,0,1,-1,-5,33,1,1,5,0,0,0,0
1459,183,5,1,1,5,19,2,1,5,7,2,1,5,2,2,1,5,0,1,-1,-5,0,1,1,5,0,2,1,5,34,1,1,5,0,0,0,0
1460,159,128,1,0,0,407,1,-1,-10,4,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,2,-1,-3,0,1,-1,-3,33,1,-1,-5,0,0,0,0
1461,137,85,1,-1,-5,217,1,-1,-3,2,1,-1,-3,7,1,-1,-5,0,3,-1,-15,0,1,-1,-5,0,1,-1,-3,31,1,-1,-3,0,0,0,0
