ronda_num,agente_nombre,capital_inicial_ronda,capital_final_ronda,ganancia_neta_ronda,apuesta_total_ronda,resultado_ronda,cartas_restantes_mazo
1655,AgenteBasico,89998907,89998902,-5,5,-1,203
1656,AgenteBasico,89998902,89998907,5,5,1,198
1657,AgenteBasico,89998907,89998902,-5,5,-1,192
1658,AgenteBasico,89998902,89998902,0,5,0,187
1659,AgenteBasico,89998902,89998902,0,5,0,180
1660,AgenteBasico,89998902,89998897,-5,5,-1,175
1661,AgenteBasico,89998897,89998894,-3,0,-1,170
1662,AgenteBasico,89998894,89998889,-5,5,-1,166
1663,AgenteBasico,89998889,89998884,-5,5,-1,160
1664,AgenteBasico,89998884,89998884,0,5,0,152
1665,AgenteBasico,89998884,89998879,-5,5,-1,147
1666,AgenteBasico,89998879,89998879,0,10,0,141
1667,AgenteBasico,89998879,89998874,-5,5,-1,136
1668,AgenteBasico,89998874,89998869,-5,5,-1,130
1669,AgenteBasico,89998869,89998869,0,5,0,123
1670,AgenteBasico,89998869,89998864,-5,5,-1,118
1671,AgenteBasico,89998864,89998856,-8,5,-1,114
1672,AgenteBasico,89998856,89998861,5,5,1,108
1673,AgenteBasico,89998861,89998861,0,10,0,103
1674,AgenteBasico,89998861,89998856,-5,5,-1,97
1675,AgenteBasico,89998856,89998851,-5,5,-1,91
1676,AgenteBasico,89998851,89998846,-5,5,-1,86
1677,AgenteBasico,89998846,89998841,-5,5,-1,81
1678,AgenteBasico,89998841,89998841,0,5,0,76
1679,AgenteBasico,89998841,89998836,-5,5,-1,70
1680,AgenteBasico,89998836,89998836,0,5,0,65
1681,AgenteBasico,89998836,89998831,-5,5,-1,59
1682,AgenteBasico,89998831,89998836,5,5,1,53
1683,AgenteBasico,89998836,89998836,0,5,0,48
1684,AgenteBasico,89998836,89998831,-5,5,-1,43
1685,AgenteBasico,89998831,89998831,0,5,0,39
1686,AgenteBasico,89998831,89998836,5,5,1,202
1687,AgenteBasico,89998836,89998836,0,5,0,195
1688,AgenteBasico,89998836,89998841,5,5,1,190
1689,AgenteBasico,89998841,89998846,5,5,1,184
1690,AgenteBasico,89998846,89998846,0,5,0,178
1691,AgenteBasico,89998846,89998841,-5,5,-1,172
1692,AgenteBasico,89998841,89998836,-5,5,-1,167
1693,AgenteBasico,89998836,89998831,-5,5,-1,162
1694,AgenteBasico,89998831,89998826,-5,5,-1,154
1695,AgenteBasico,89998826,89998826,0,10,0,149
1696,AgenteBasico,89998826,89998821,-5,5,-1,143
1697,AgenteBasico,89998821,89998816,-5,5,-1,139
1698,AgenteBasico,89998816,89998821,5,5,1,132
1699,AgenteBasico,89998821,89998816,-5,5,-1,126
1700,AgenteBasico,89998816,89998816,0,5,0,120
1701,AgenteBasico,89998816,89998811,-5,5,-1,116
1702,AgenteBasico,89998811,89998806,-5,5,-1,110
1703,AgenteBasico,89998806,89998801,-5,5,-1,105
1704,AgenteBasico,89998801,89998796,-5,5,-1,97
1705,AgenteBasico,89998796,89998791,-5,5,-1,92
1706,AgenteBasico,89998791,89998796,5,5,1,87
1707,AgenteBasico,89998796,89998791,-5,5,-1,82
1708,AgenteBasico,89998791,89998791,0,5,0,75
1709,AgenteBasico,89998791,89998786,-5,5,-1,69
1710,AgenteBasico,89998786,89998791,5,5,1,62
1711,AgenteBasico,89998791,89998791,0,5,0,56
1712,AgenteBasico,89998791,89998796,5,5,1,51
1713,AgenteBasico,89998796,89998801,5,5,1,45
1714,AgenteBasico,89998801,89998801,0,5,0,203
1715,AgenteBasico,89998801,89998801,0,5,0,198
1716,AgenteBasico,89998801,89998796,-5,5,-1,193
1717,AgenteBasico,89998796,89998791,-5,5,-1,187
1718,AgenteBasico,89998791,89998786,-5,5,-1,180
1719,AgenteBasico,89998786,89998781,-5,5,-1,172
1720,AgenteBasico,89998781,89998786,5,5,1,165
1721,AgenteBasico,89998786,89998791,5,5,1,159
1722,AgenteBasico,89998791,89998786,-5,5,-1,153
1723,AgenteBasico,89998786,89998791,5,5,1,148
1724,AgenteBasico,89998791,89998786,-5,5,-1,143
1725,AgenteBasico,89998786,89998786,0,5,0,136
1726,AgenteBasico,89998786,89998781,-5,5,-1,132
1727,AgenteBasico,89998781,89998776,-5,5,-1,126
1728,AgenteBasico,89998776,89998771,-5,5,-1,121
1729,AgenteBasico,89998771,89998776,5,5,1,116
1730,AgenteBasico,89998776,89998776,0,10,0,110
1731,AgenteBasico,89998776,89998776,0,5,0,105
1732,AgenteBasico,89998776,89998776,0,5,0,100
1733,AgenteBasico,89998776,89998766,-10,10,-1,95
1734,AgenteBasico,89998766,89998761,-5,5,-1,90
1735,AgenteBasico,89998761,89998761,0,10,0,84
1736,AgenteBasico,89998761,89998761,0,5,0,76
1737,AgenteBasico,89998761,89998761,0,5,0,70
1738,AgenteBasico,89998761,89998756,-5,5,-1,65
1739,AgenteBasico,89998756,89998751,-5,5,-1,60
1740,AgenteBasico,89998751,89998756,5,5,1,54
1741,AgenteBasico,89998756,89998751,-5,5,-1,49
1742,AgenteBasico,89998751,89998746,-5,5,-1,43
1743,AgenteBasico,89998746,89998751,5,5,1,38
1744,AgenteBasico,89998751,89998756,5,5,1,32
1745,AgenteBasico,89998756,89998753,-3,0,-1,203
1746,AgenteBasico,89998753,89998748,-5,5,-1,198
1747,AgenteBasico,89998748,89998748,0,10,0,192
1748,AgenteBasico,89998748,89998738,-10,10,-1,186
1749,AgenteBasico,89998738,89998745,7,5,1,180
1750,AgenteBasico,89998745,89998740,-5,5,-1,175
1751,AgenteBasico,89998740,89998740,0,5,0,170
1752,AgenteBasico,89998740,89998735,-5,5,-1,164
1753,AgenteBasico,89998735,89998735,0,5,0,159
1754,AgenteBasico,89998735,89998735,0,5,0,154
1755,AgenteBasico,89998735,89998735,0,5,0,148
1756,AgenteBasico,89998735,89998730,-5,5,-1,142
1757,AgenteBasico,89998730,89998727,-3,0,-1,138
1758,AgenteBasico,89998727,89998722,-5,5,-1,133
1759,AgenteBasico,89998722,89998727,5,5,1,127
1760,AgenteBasico,89998727,89998722,-5,5,-1,121
1761,AgenteBasico,89998722,89998717,-5,5,-1,115
1762,AgenteBasico,89998717,89998717,0,5,0,111
1763,AgenteBasico,89998717,89998722,5,5,1,101
1764,AgenteBasico,89998722,89998732,10,10,1,96
1765,AgenteBasico,89998732,89998737,5,5,1,89
1766,AgenteBasico,89998737,89998737,0,5,0,84
1767,AgenteBasico,89998737,89998734,-3,0,-1,80
1768,AgenteBasico,89998734,89998734,0,5,0,75
1769,AgenteBasico,89998734,89998729,-5,5,-1,70
1770,AgenteBasico,89998729,89998729,0,5,0,62
1771,AgenteBasico,89998729,89998724,-5,5,-1,56
1772,AgenteBasico,89998724,89998719,-5,5,-1,50
1773,AgenteBasico,89998719,89998719,0,5,0,44
1774,AgenteBasico,89998719,89998714,-5,5,-1,39
1775,AgenteBasico,89998714,89998709,-5,5,-1,203
1776,AgenteBasico,89998709,89998714,5,5,1,198
1777,AgenteBasico,89998714,89998709,-5,5,-1,191
1778,AgenteBasico,89998709,89998719,10,10,1,185
1779,AgenteBasico,89998719,89998714,-5,5,-1,178
1780,AgenteBasico,89998714,89998714,0,5,0,169
1781,AgenteBasico,89998714,89998709,-5,5,-1,163
1782,AgenteBasico,89998709,89998714,5,5,1,157
1783,AgenteBasico,89998714,89998719,5,5,1,152
1784,AgenteBasico,89998719,89998709,-10,10,-1,146
1785,AgenteBasico,89998709,89998704,-5,5,-1,140
1786,AgenteBasico,89998704,89998701,-3,0,-1,134
1787,AgenteBasico,89998701,89998701,0,5,0,130
1788,AgenteBasico,89998701,89998706,5,5,1,125
1789,AgenteBasico,89998706,89998701,-5,5,-1,120
1790,AgenteBasico,89998701,89998696,-5,5,-1,115
1791,AgenteBasico,89998696,89998696,0,5,0,110
1792,AgenteBasico,89998696,89998686,-10,10,-1,105
1793,AgenteBasico,89998686,89998681,-5,5,-1,100
1794,AgenteBasico,89998681,89998676,-5,5,-1,96
1795,AgenteBasico,89998676,89998671,-5,5,-1,88
1796,AgenteBasico,89998671,89998676,5,5,1,83
1797,AgenteBasico,89998676,89998676,0,5,0,78
1798,AgenteBasico,89998676,89998686,10,10,1,72
1799,AgenteBasico,89998686,89998681,-5,5,-1,63
1800,AgenteBasico,89998681,89998681,0,10,0,57
1801,AgenteBasico,89998681,89998676,-5,5,-1,51
1802,AgenteBasico,89998676,89998676,0,5,0,203
1803,AgenteBasico,89998676,89998671,-5,5,-1,198
1804,AgenteBasico,89998671,89998681,10,10,1,190
1805,AgenteBasico,89998681,89998676,-5,5,-1,182
1806,AgenteBasico,89998676,89998683,7,5,1,177
1807,AgenteBasico,89998683,89998678,-5,5,-1,173
1808,AgenteBasico,89998678,89998673,-5,5,-1,168
1809,AgenteBasico,89998673,89998673,0,5,0,162
1810,AgenteBasico,89998673,89998670,-3,0,-1,157
1811,AgenteBasico,89998670,89998665,-5,10,-1,152
1812,AgenteBasico,89998665,89998670,5,5,1,145
1813,AgenteBasico,89998670,89998670,0,10,0,139
1814,AgenteBasico,89998670,89998665,-5,5,-1,133
1815,AgenteBasico,89998665,89998670,5,5,1,127
1816,AgenteBasico,89998670,89998665,-5,5,-1,122
1817,AgenteBasico,89998665,89998660,-5,5,-1,116
1818,AgenteBasico,89998660,89998660,0,5,0,111
1819,AgenteBasico,89998660,89998655,-5,5,-1,106
1820,AgenteBasico,89998655,89998650,-5,5,-1,100
1821,AgenteBasico,89998650,89998650,0,10,0,92
1822,AgenteBasico,89998650,89998647,-3,0,-1,86
1823,AgenteBasico,89998647,89998654,7,5,1,81
1824,AgenteBasico,89998654,89998654,0,5,0,76
1825,AgenteBasico,89998654,89998639,-15,15,-1,70
1826,AgenteBasico,89998639,89998639,0,5,0,61
1827,AgenteBasico,89998639,89998639,0,5,0,55
1828,AgenteBasico,89998639,89998639,0,5,0,50
1829,AgenteBasico,89998639,89998639,0,5,0,43
1830,AgenteBasico,89998639,89998634,-5,5,-1,204
1831,AgenteBasico,89998634,89998629,-5,5,-1,198
1832,AgenteBasico,89998629,89998636,7,5,1,193
1833,AgenteBasico,89998636,89998636,0,5,0,188
1834,AgenteBasico,89998636,89998636,0,5,0,183
1835,AgenteBasico,89998636,89998631,-5,5,-1,179
1836,AgenteBasico,89998631,89998621,-10,10,-1,174
1837,AgenteBasico,89998621,89998616,-5,5,-1,168
1838,AgenteBasico,89998616,89998616,0,10,0,161
1839,AgenteBasico,89998616,89998611,-5,5,-1,155
1840,AgenteBasico,89998611,89998606,-5,5,-1,149
1841,AgenteBasico,89998606,89998601,-5,5,-1,143
1842,AgenteBasico,89998601,89998596,-5,5,-1,137
1843,AgenteBasico,89998596,89998601,5,5,1,131
1844,AgenteBasico,89998601,89998611,10,10,1,123
1845,AgenteBasico,89998611,89998606,-5,5,-1,116
1846,AgenteBasico,89998606,89998606,0,5,0,111
1847,AgenteBasico,89998606,89998606,0,5,0,106
1848,AgenteBasico,89998606,89998611,5,5,1,102
1849,AgenteBasico,89998611,89998606,-5,5,-1,96
1850,AgenteBasico,89998606,89998601,-5,5,-1,89
1851,AgenteBasico,89998601,89998596,-5,5,-1,84
1852,AgenteBasico,89998596,89998591,-5,5,-1,79
1853,AgenteBasico,89998591,89998581,-10,10,-1,74
1854,AgenteBasico,89998581,89998576,-5,5,-1,68
1855,AgenteBasico,89998576,89998571,-5,5,-1,62
1856,AgenteBasico,89998571,89998578,7,5,1,57
1857,AgenteBasico,89998578,89998578,0,5,0,51
1858,AgenteBasico,89998578,89998573,-5,5,-1,45
1859,AgenteBasico,89998573,89998573,0,5,0,40
1860,AgenteBasico,89998573,89998568,-5,5,-1,203
1861,AgenteBasico,89998568,89998568,0,10,0,199
1862,AgenteBasico,89998568,89998563,-5,5,-1,194
1863,AgenteBasico,89998563,89998558,-5,5,-1,189
1864,AgenteBasico,89998558,89998563,5,5,1,183
1865,AgenteBasico,89998563,89998573,10,10,1,178
1866,AgenteBasico,89998573,89998568,-5,5,-1,168
1867,AgenteBasico,89998568,89998565,-3,0,-1,163
1868,AgenteBasico,89998565,89998560,-5,5,-1,159
1869,AgenteBasico,89998560,89998555,-5,5,-1,154
1870,AgenteBasico,89998555,89998560,5,5,1,148
1871,AgenteBasico,89998560,89998560,0,5,0,142
1872,AgenteBasico,89998560,89998560,0,5,0,137
1873,AgenteBasico,89998560,89998560,0,5,0,131
1874,AgenteBasico,89998560,89998555,-5,5,-1,125
1875,AgenteBasico,89998555,89998555,0,5,0,120
1876,AgenteBasico,89998555,89998560,5,5,1,115
1877,AgenteBasico,89998560,89998555,-5,5,-1,109
1878,AgenteBasico,89998555,89998552,-3,0,-1,103
1879,AgenteBasico,89998552,89998557,5,5,1,99
1880,AgenteBasico,89998557,89998562,5,5,1,91
1881,AgenteBasico,89998562,89998557,-5,5,-1,85
1882,AgenteBasico,89998557,89998552,-5,5,-1,79
1883,AgenteBasico,89998552,89998549,-3,0,-1,73
1884,AgenteBasico,89998549,89998546,-3,0,-1,69
1885,AgenteBasico,89998546,89998551,5,5,1,65
1886,AgenteBasico,89998551,89998551,0,5,0,60
1887,AgenteBasico,89998551,89998546,-5,5,-1,55
1888,AgenteBasico,89998546,89998551,5,5,1,49
1889,AgenteBasico,89998551,89998546,-5,5,-1,44
1890,AgenteBasico,89998546,89998543,-3,0,-1,40
1891,AgenteBasico,89998543,89998543,0,10,0,36
1892,AgenteBasico,89998543,89998528,-15,15,-1,202
1893,AgenteBasico,89998528,89998535,7,5,1,194
1894,AgenteBasico,89998535,89998530,-5,5,-1,190
1895,AgenteBasico,89998530,89998530,0,5,0,185
1896,AgenteBasico,89998530,89998525,-5,5,-1,181
1897,AgenteBasico,89998525,89998520,-5,5,-1,176
1898,AgenteBasico,89998520,89998515,-5,5,-1,169
1899,AgenteBasico,89998515,89998510,-5,5,-1,163
1900,AgenteBasico,89998510,89998510,0,5,0,157
1901,AgenteBasico,89998510,89998505,-5,5,-1,150
1902,AgenteBasico,89998505,89998500,-5,5,-1,145
1903,AgenteBasico,89998500,89998510,10,10,1,139
1904,AgenteBasico,89998510,89998510,0,5,0,131
1905,AgenteBasico,89998510,89998505,-5,5,-1,126
1906,AgenteBasico,89998505,89998510,5,5,1,119
1907,AgenteBasico,89998510,89998505,-5,5,-1,113
1908,AgenteBasico,89998505,89998512,7,5,1,107
1909,AgenteBasico,89998512,89998507,-5,5,-1,102
1910,AgenteBasico,89998507,89998502,-5,5,-1,95
1911,AgenteBasico,89998502,89998502,0,5,0,88
1912,AgenteBasico,89998502,89998502,0,5,0,82
1913,AgenteBasico,89998502,89998502,0,5,0,76
1914,AgenteBasico,89998502,89998497,-5,5,-1,72
1915,AgenteBasico,89998497,89998504,7,5,1,67
1916,AgenteBasico,89998504,89998504,0,5,0,63
1917,AgenteBasico,89998504,89998511,7,5,1,57
1918,AgenteBasico,89998511,89998508,-3,0,-1,53
1919,AgenteBasico,89998508,89998503,-5,5,-1,49
1920,AgenteBasico,89998503,89998498,-5,5,-1,43
1921,AgenteBasico,89998498,89998493,-5,5,-1,38
1922,AgenteBasico,89998493,89998488,-5,5,-1,202
1923,AgenteBasico,89998488,89998488,0,5,0,195
1924,AgenteBasico,89998488,89998483,-5,5,-1,190
1925,AgenteBasico,89998483,89998493,10,10,1,186
1926,AgenteBasico,89998493,89998493,0,5,0,178
1927,AgenteBasico,89998493,89998498,5,5,1,173
1928,AgenteBasico,89998498,89998503,5,5,1,167
1929,AgenteBasico,89998503,89998498,-5,5,-1,160
1930,AgenteBasico,89998498,89998508,10,10,1,155
1931,AgenteBasico,89998508,89998513,5,5,1,149
1932,AgenteBasico,89998513,89998513,0,5,0,142
1933,AgenteBasico,89998513,89998513,0,5,0,135
1934,AgenteBasico,89998513,89998518,5,5,1,129
1935,AgenteBasico,89998518,89998513,-5,5,-1,124
1936,AgenteBasico,89998513,89998513,0,5,0,118
1937,AgenteBasico,89998513,89998513,0,5,0,113
1938,AgenteBasico,89998513,89998518,5,5,1,106
1939,AgenteBasico,89998518,89998525,7,5,1,101
1940,AgenteBasico,89998525,89998525,0,5,0,97
1941,AgenteBasico,89998525,89998520,-5,5,-1,92
1942,AgenteBasico,89998520,89998520,0,10,0,87
1943,AgenteBasico,89998520,89998517,-3,0,-1,81
1944,AgenteBasico,89998517,89998517,0,5,0,77
1945,AgenteBasico,89998517,89998512,-5,5,-1,72
1946,AgenteBasico,89998512,89998507,-5,5,-1,68
1947,AgenteBasico,89998507,89998512,5,5,1,63
1948,AgenteBasico,89998512,89998519,7,5,1,58
1949,AgenteBasico,89998519,89998514,-5,5,-1,53
1950,AgenteBasico,89998514,89998509,-5,5,-1,48
1951,AgenteBasico,89998509,89998504,-5,5,-1,203
1952,AgenteBasico,89998504,89998504,0,5,0,198
1953,AgenteBasico,89998504,89998499,-5,5,-1,193
1954,AgenteBasico,89998499,89998504,5,5,1,188
1955,AgenteBasico,89998504,89998511,7,5,1,181
1956,AgenteBasico,89998511,89998506,-5,5,-1,177
1957,AgenteBasico,89998506,89998501,-5,5,-1,171
1958,AgenteBasico,89998501,89998496,-5,5,-1,165
1959,AgenteBasico,89998496,89998491,-5,5,-1,159
1960,AgenteBasico,89998491,89998498,7,5,1,153
1961,AgenteBasico,89998498,89998488,-10,10,-1,148
1962,AgenteBasico,89998488,89998483,-5,5,-1,141
1963,AgenteBasico,89998483,89998478,-5,5,-1,135
1964,AgenteBasico,89998478,89998478,0,10,0,130
1965,AgenteBasico,89998478,89998475,-3,0,-1,123
1966,AgenteBasico,89998475,89998470,-5,5,-1,119
1967,AgenteBasico,89998470,89998470,0,10,0,114
1968,AgenteBasico,89998470,89998475,5,5,1,106
1969,AgenteBasico,89998475,89998480,5,5,1,101
1970,AgenteBasico,89998480,89998475,-5,5,-1,96
1971,AgenteBasico,89998475,89998470,-5,5,-1,92
1972,AgenteBasico,89998470,89998465,-5,5,-1,87
1973,AgenteBasico,89998465,89998465,0,5,0,82
1974,AgenteBasico,89998465,89998470,5,5,1,76
1975,AgenteBasico,89998470,89998470,0,10,0,69
1976,AgenteBasico,89998470,89998465,-5,5,-1,64
1977,AgenteBasico,89998465,89998460,-5,5,-1,59
1978,AgenteBasico,89998460,89998465,5,5,1,53
1979,AgenteBasico,89998465,89998460,-5,5,-1,48
1980,AgenteBasico,89998460,89998460,0,5,0,202
1981,AgenteBasico,89998460,89998465,5,5,1,195
1982,AgenteBasico,89998465,89998460,-5,5,-1,189
1983,AgenteBasico,89998460,89998470,10,10,1,182
1984,AgenteBasico,89998470,89998465,-5,5,-1,175
1985,AgenteBasico,89998465,89998460,-5,5,-1,169
1986,AgenteBasico,89998460,89998465,5,5,1,163
1987,AgenteBasico,89998465,89998460,-5,5,-1,158
1988,AgenteBasico,89998460,89998470,10,10,1,153
1989,AgenteBasico,89998470,89998470,0,5,0,146
1990,AgenteBasico,89998470,89998475,5,5,1,141
1991,AgenteBasico,89998475,89998480,5,5,1,136
1992,AgenteBasico,89998480,89998480,0,5,0,129
1993,AgenteBasico,89998480,89998475,-5,5,-1,125
1994,AgenteBasico,89998475,89998470,-5,5,-1,119
1995,AgenteBasico,89998470,89998477,7,5,1,114
1996,AgenteBasico,89998477,89998472,-5,5,-1,110
1997,AgenteBasico,89998472,89998467,-5,5,-1,102
1998,AgenteBasico,89998467,89998464,-3,0,-1,97
1999,AgenteBasico,89998464,89998464,0,5,0,92
2000,AgenteBasico,89998464,89998454,-10,10,-1,87
2001,AgenteBasico,89998454,89998444,-10,10,-1,81
2002,AgenteBasico,89998444,89998444,0,5,0,76
2003,AgenteBasico,89998444,89998439,-5,5,-1,70
2004,AgenteBasico,89998439,89998436,-3,0,-1,64
2005,AgenteBasico,89998436,89998441,5,5,1,59
2006,AgenteBasico,89998441,89998436,-5,5,-1,54
2007,AgenteBasico,89998436,89998441,5,5,1,50
2008,AgenteBasico,89998441,89998441,0,5,0,44
2009,AgenteBasico,89998441,89998441,0,5,0,201
2010,AgenteBasico,89998441,89998436,-5,5,-1,195
2011,AgenteBasico,89998436,89998431,-5,5,-1,187
2012,AgenteBasico,89998431,89998436,5,5,1,182
2013,AgenteBasico,89998436,89998431,-5,5,-1,177
2014,AgenteBasico,89998431,89998431,0,5,0,170
2015,AgenteBasico,89998431,89998426,-5,5,-1,165
2016,AgenteBasico,89998426,89998421,-5,5,-1,158
2017,AgenteBasico,89998421,89998426,5,5,1,153
2018,AgenteBasico,89998426,89998421,-5,5,-1,148
2019,AgenteBasico,89998421,89998416,-5,5,-1,142
2020,AgenteBasico,89998416,89998413,-3,0,-1,137
2021,AgenteBasico,89998413,89998403,-10,10,-1,132
2022,AgenteBasico,89998403,89998398,-5,5,-1,126
2023,AgenteBasico,89998398,89998393,-5,5,-1,122
2024,AgenteBasico,89998393,89998390,-3,0,-1,116
2025,AgenteBasico,89998390,89998390,0,5,0,112
2026,AgenteBasico,89998390,89998395,5,5,1,108
2027,AgenteBasico,89998395,89998395,0,5,0,101
2028,AgenteBasico,89998395,89998390,-5,5,-1,92
2029,AgenteBasico,89998390,89998390,0,5,0,85
2030,AgenteBasico,89998390,89998385,-5,5,-1,79
2031,AgenteBasico,89998385,89998385,0,5,0,74
2032,AgenteBasico,89998385,89998382,-3,0,-1,69
2033,AgenteBasico,89998382,89998377,-5,5,-1,65
2034,AgenteBasico,89998377,89998372,-5,5,-1,59
2035,AgenteBasico,89998372,89998367,-5,5,-1,53
2036,AgenteBasico,89998367,89998362,-5,5,-1,48
2037,AgenteBasico,89998362,89998362,0,5,0,43
2038,AgenteBasico,89998362,89998362,0,10,0,38
2039,AgenteBasico,89998362,89998369,7,5,1,31
2040,AgenteBasico,89998369,89998364,-5,5,-1,203
2041,AgenteBasico,89998364,89998359,-5,5,-1,198
2042,AgenteBasico,89998359,89998364,5,5,1,191
2043,AgenteBasico,89998364,89998364,0,5,0,185
2044,AgenteBasico,89998364,89998364,0,5,0,180
2045,AgenteBasico,89998364,89998374,10,10,1,176
2046,AgenteBasico,89998374,89998379,5,5,1,170
2047,AgenteBasico,89998379,89998369,-10,10,-1,165
2048,AgenteBasico,89998369,89998359,-10,10,-1,160
2049,AgenteBasico,89998359,89998354,-5,5,-1,154
2050,AgenteBasico,89998354,89998354,0,5,0,148
2051,AgenteBasico,89998354,89998359,5,5,1,142
2052,AgenteBasico,89998359,89998354,-5,5,-1,137
2053,AgenteBasico,89998354,89998359,5,5,1,132
2054,AgenteBasico,89998359,89998359,0,5,0,126
2055,AgenteBasico,89998359,89998359,0,5,0,122
2056,AgenteBasico,89998359,89998354,-5,5,-1,116
2057,AgenteBasico,89998354,89998349,-5,5,-1,110
2058,AgenteBasico,89998349,89998349,0,5,0,104
2059,AgenteBasico,89998349,89998346,-3,0,-1,99
2060,AgenteBasico,89998346,89998353,7,5,1,95
2061,AgenteBasico,89998353,89998358,5,5,1,90
2062,AgenteBasico,89998358,89998345,-13,15,-1,84
2063,AgenteBasico,89998345,89998345,0,5,0,72
2064,AgenteBasico,89998345,89998340,-5,5,-1,67
2065,AgenteBasico,89998340,89998340,0,5,0,61
2066,AgenteBasico,89998340,89998340,0,5,0,57
2067,AgenteBasico,89998340,89998340,0,5,0,52
2068,AgenteBasico,89998340,89998340,0,5,0,48
2069,AgenteBasico,89998340,89998335,-5,5,-1,43
2070,AgenteBasico,89998335,89998342,7,5,1,36
2071,AgenteBasico,89998342,89998357,15,15,1,31
2072,AgenteBasico,89998357,89998352,-5,5,-1,198
2073,AgenteBasico,89998352,89998352,0,5,0,191
2074,AgenteBasico,89998352,89998357,5,5,1,185
2075,AgenteBasico,89998357,89998347,-10,10,-1,179
2076,AgenteBasico,89998347,89998342,-5,5,-1,174
2077,AgenteBasico,89998342,89998347,5,5,1,169
2078,AgenteBasico,89998347,89998347,0,10,0,163
2079,AgenteBasico,89998347,89998352,5,5,1,157
2080,AgenteBasico,89998352,89998347,-5,5,-1,152
2081,AgenteBasico,89998347,89998342,-5,5,-1,147
2082,AgenteBasico,89998342,89998347,5,5,1,143
2083,AgenteBasico,89998347,89998342,-5,5,-1,138
2084,AgenteBasico,89998342,89998339,-3,0,-1,134
2085,AgenteBasico,89998339,89998346,7,5,1,130
2086,AgenteBasico,89998346,89998346,0,5,0,124
2087,AgenteBasico,89998346,89998341,-5,5,-1,119
2088,AgenteBasico,89998341,89998336,-5,15,-1,114
2089,AgenteBasico,89998336,89998336,0,10,0,106
2090,AgenteBasico,89998336,89998331,-5,10,-1,101
2091,AgenteBasico,89998331,89998326,-5,5,-1,94
2092,AgenteBasico,89998326,89998336,10,10,1,89
2093,AgenteBasico,89998336,89998333,-3,0,-1,83
2094,AgenteBasico,89998333,89998333,0,5,0,77
2095,AgenteBasico,89998333,89998333,0,5,0,71
2096,AgenteBasico,89998333,89998328,-5,5,-1,67
2097,AgenteBasico,89998328,89998333,5,5,1,63
2098,AgenteBasico,89998333,89998338,5,5,1,57
2099,AgenteBasico,89998338,89998343,5,5,1,52
2100,AgenteBasico,89998343,89998343,0,5,0,47
2101,AgenteBasico,89998343,89998343,0,5,0,42
2102,AgenteBasico,89998343,89998343,0,5,0,37
2103,AgenteBasico,89998343,89998338,-5,5,-1,31
2104,AgenteBasico,89998338,89998333,-5,5,-1,202
2105,AgenteBasico,89998333,89998343,10,10,1,197
2106,AgenteBasico,89998343,89998333,-10,10,-1,190
2107,AgenteBasico,89998333,89998328,-5,5,-1,184
2108,AgenteBasico,89998328,89998328,0,5,0,180
2109,AgenteBasico,89998328,89998323,-5,5,-1,176
2110,AgenteBasico,89998323,89998333,10,10,1,171
2111,AgenteBasico,89998333,89998328,-5,5,-1,163
2112,AgenteBasico,89998328,89998333,5,5,1,155
2113,AgenteBasico,89998333,89998330,-3,0,-1,149
2114,AgenteBasico,89998330,89998330,0,5,0,143
2115,AgenteBasico,89998330,89998330,0,10,0,137
2116,AgenteBasico,89998330,89998337,7,5,1,132
2117,AgenteBasico,89998337,89998332,-5,5,-1,126
2118,AgenteBasico,89998332,89998337,5,5,1,120
