ronda_num,agente_nombre,capital_inicial_ronda,capital_final_ronda,ganancia_neta_ronda,apuesta_total_ronda,resultado_ronda,cartas_restantes_mazo
1157,AgenteBasico,89999261,89999256,-5,5,-1,161
1158,AgenteBasico,89999256,89999246,-10,10,-1,155
1159,AgenteBasico,89999246,89999246,0,5,0,149
1160,AgenteBasico,89999246,89999246,0,5,0,143
1161,AgenteBasico,89999246,89999246,0,5,0,138
1162,AgenteBasico,89999246,89999246,0,5,0,134
1163,AgenteBasico,89999246,89999241,-5,5,-1,129
1164,AgenteBasico,89999241,89999236,-5,5,-1,124
1165,AgenteBasico,89999236,89999243,7,5,1,119
1166,AgenteBasico,89999243,89999238,-5,5,-1,114
1167,AgenteBasico,89999238,89999235,-3,0,-1,108
1168,AgenteBasico,89999235,89999230,-5,5,-1,103
1169,AgenteBasico,89999230,89999220,-10,10,-1,98
1170,AgenteBasico,89999220,89999235,15,15,1,92
1171,AgenteBasico,89999235,89999242,7,5,1,78
1172,AgenteBasico,89999242,89999247,5,5,1,73
1173,AgenteBasico,89999247,89999252,5,5,1,67
1174,AgenteBasico,89999252,89999257,5,5,1,61
1175,AgenteBasico,89999257,89999262,5,5,1,56
1176,AgenteBasico,89999262,89999257,-5,5,-1,51
1177,AgenteBasico,89999257,89999252,-5,5,-1,203
1178,AgenteBasico,89999252,89999257,5,5,1,198
1179,AgenteBasico,89999257,89999257,0,5,0,193
1180,AgenteBasico,89999257,89999257,0,5,0,187
1181,AgenteBasico,89999257,89999257,0,10,0,182
1182,AgenteBasico,89999257,89999262,5,5,1,177
1183,AgenteBasico,89999262,89999262,0,5,0,171
1184,AgenteBasico,89999262,89999262,0,5,0,165
1185,AgenteBasico,89999262,89999262,0,5,0,160
1186,AgenteBasico,89999262,89999257,-5,5,-1,155
1187,AgenteBasico,89999257,89999262,5,5,1,149
1188,AgenteBasico,89999262,89999257,-5,5,-1,144
1189,AgenteBasico,89999257,89999262,5,5,1,138
1190,AgenteBasico,89999262,89999257,-5,5,-1,133
1191,AgenteBasico,89999257,89999254,-3,0,-1,128
1192,AgenteBasico,89999254,89999259,5,5,1,123
1193,AgenteBasico,89999259,89999254,-5,5,-1,118
1194,AgenteBasico,89999254,89999249,-5,5,-1,110
1195,AgenteBasico,89999249,89999249,0,5,0,105
1196,AgenteBasico,89999249,89999249,0,5,0,100
1197,AgenteBasico,89999249,89999249,0,5,0,92
1198,AgenteBasico,89999249,89999239,-10,15,-1,87
1199,AgenteBasico,89999239,89999244,5,5,1,78
1200,AgenteBasico,89999244,89999239,-5,5,-1,69
1201,AgenteBasico,89999239,89999244,5,5,1,64
1202,AgenteBasico,89999244,89999244,0,5,0,57
1203,AgenteBasico,89999244,89999239,-5,5,-1,51
1204,AgenteBasico,89999239,89999249,10,10,1,46
1205,AgenteBasico,89999249,89999244,-5,5,-1,39
1206,AgenteBasico,89999244,89999239,-5,5,-1,32
1207,AgenteBasico,89999239,89999244,5,5,1,202
1208,AgenteBasico,89999244,89999239,-5,5,-1,195
1209,AgenteBasico,89999239,89999239,0,5,0,189
1210,AgenteBasico,89999239,89999244,5,5,1,182
1211,AgenteBasico,89999244,89999254,10,10,1,176
1212,AgenteBasico,89999254,89999251,-3,0,-1,169
1213,AgenteBasico,89999251,89999246,-5,5,-1,164
1214,AgenteBasico,89999246,89999246,0,5,0,158
1215,AgenteBasico,89999246,89999241,-5,5,-1,152
1216,AgenteBasico,89999241,89999236,-5,5,-1,147
1217,AgenteBasico,89999236,89999236,0,5,0,141
1218,AgenteBasico,89999236,89999231,-5,5,-1,136
1219,AgenteBasico,89999231,89999236,5,5,1,131
1220,AgenteBasico,89999236,89999231,-5,5,-1,126
1221,AgenteBasico,89999231,89999236,5,5,1,121
1222,AgenteBasico,89999236,89999231,-5,5,-1,116
1223,AgenteBasico,89999231,89999226,-5,5,-1,111
1224,AgenteBasico,89999226,89999226,0,5,0,107
1225,AgenteBasico,89999226,89999226,0,5,0,103
1226,AgenteBasico,89999226,89999221,-5,5,-1,98
1227,AgenteBasico,89999221,89999216,-5,5,-1,92
1228,AgenteBasico,89999216,89999216,0,5,0,85
1229,AgenteBasico,89999216,89999211,-5,5,-1,79
1230,AgenteBasico,89999211,89999216,5,5,1,74
1231,AgenteBasico,89999216,89999211,-5,5,-1,67
1232,AgenteBasico,89999211,89999211,0,5,0,62
1233,AgenteBasico,89999211,89999216,5,5,1,58
1234,AgenteBasico,89999216,89999216,0,5,0,53
1235,AgenteBasico,89999216,89999221,5,5,1,47
1236,AgenteBasico,89999221,89999216,-5,5,-1,202
1237,AgenteBasico,89999216,89999211,-5,5,-1,198
1238,AgenteBasico,89999211,89999211,0,10,0,192
1239,AgenteBasico,89999211,89999206,-5,5,-1,186
1240,AgenteBasico,89999206,89999211,5,5,1,182
1241,AgenteBasico,89999211,89999206,-5,5,-1,176
1242,AgenteBasico,89999206,89999216,10,10,1,172
1243,AgenteBasico,89999216,89999213,-3,0,-1,165
1244,AgenteBasico,89999213,89999223,10,10,1,161
1245,AgenteBasico,89999223,89999223,0,5,0,155
1246,AgenteBasico,89999223,89999218,-5,5,-1,151
1247,AgenteBasico,89999218,89999213,-5,5,-1,144
1248,AgenteBasico,89999213,89999213,0,5,0,139
1249,AgenteBasico,89999213,89999213,0,5,0,133
1250,AgenteBasico,89999213,89999208,-5,5,-1,128
1251,AgenteBasico,89999208,89999203,-5,5,-1,123
1252,AgenteBasico,89999203,89999198,-5,5,-1,118
1253,AgenteBasico,89999198,89999203,5,5,1,112
1254,AgenteBasico,89999203,89999198,-5,5,-1,106
1255,AgenteBasico,89999198,89999203,5,5,1,101
1256,AgenteBasico,89999203,89999198,-5,5,-1,96
1257,AgenteBasico,89999198,89999195,-3,0,-1,91
1258,AgenteBasico,89999195,89999190,-5,5,-1,87
1259,AgenteBasico,89999190,89999185,-5,5,-1,82
1260,AgenteBasico,89999185,89999185,0,5,0,77
1261,AgenteBasico,89999185,89999190,5,5,1,72
1262,AgenteBasico,89999190,89999190,0,5,0,65
1263,AgenteBasico,89999190,89999200,10,10,1,61
1264,AgenteBasico,89999200,89999205,5,5,1,55
1265,AgenteBasico,89999205,89999200,-5,5,-1,47
1266,AgenteBasico,89999200,89999195,-5,5,-1,42
1267,AgenteBasico,89999195,89999200,5,5,1,202
1268,AgenteBasico,89999200,89999195,-5,5,-1,197
1269,AgenteBasico,89999195,89999190,-5,5,-1,191
1270,AgenteBasico,89999190,89999180,-10,10,-1,184
1271,AgenteBasico,89999180,89999185,5,5,1,178
1272,AgenteBasico,89999185,89999185,0,5,0,172
1273,AgenteBasico,89999185,89999180,-5,5,-1,167
1274,AgenteBasico,89999180,89999175,-5,5,-1,161
1275,AgenteBasico,89999175,89999175,0,5,0,155
1276,AgenteBasico,89999175,89999170,-5,5,-1,150
1277,AgenteBasico,89999170,89999165,-5,5,-1,144
1278,AgenteBasico,89999165,89999160,-5,5,-1,139
1279,AgenteBasico,89999160,89999155,-5,5,-1,133
1280,AgenteBasico,89999155,89999160,5,5,1,129
1281,AgenteBasico,89999160,89999165,5,5,1,123
1282,AgenteBasico,89999165,89999175,10,10,1,116
1283,AgenteBasico,89999175,89999165,-10,10,-1,110
1284,AgenteBasico,89999165,89999160,-5,5,-1,103
1285,AgenteBasico,89999160,89999165,5,5,1,96
1286,AgenteBasico,89999165,89999162,-3,0,-1,91
1287,AgenteBasico,89999162,89999162,0,5,0,87
1288,AgenteBasico,89999162,89999162,0,5,0,81
1289,AgenteBasico,89999162,89999159,-3,0,-1,76
1290,AgenteBasico,89999159,89999159,0,5,0,71
1291,AgenteBasico,89999159,89999159,0,10,0,66
1292,AgenteBasico,89999159,89999156,-3,0,-1,60
1293,AgenteBasico,89999156,89999146,-10,10,-1,56
1294,AgenteBasico,89999146,89999141,-5,5,-1,51
1295,AgenteBasico,89999141,89999136,-5,10,-1,46
1296,AgenteBasico,89999136,89999136,0,5,0,202
1297,AgenteBasico,89999136,89999136,0,10,0,195
1298,AgenteBasico,89999136,89999121,-15,15,-1,190
1299,AgenteBasico,89999121,89999121,0,10,0,182
1300,AgenteBasico,89999121,89999116,-5,5,-1,176
1301,AgenteBasico,89999116,89999111,-5,5,-1,169
1302,AgenteBasico,89999111,89999121,10,10,1,162
1303,AgenteBasico,89999121,89999126,5,5,1,156
1304,AgenteBasico,89999126,89999126,0,5,0,151
1305,AgenteBasico,89999126,89999131,5,5,1,147
1306,AgenteBasico,89999131,89999131,0,5,0,142
1307,AgenteBasico,89999131,89999126,-5,5,-1,137
1308,AgenteBasico,89999126,89999121,-5,5,-1,132
1309,AgenteBasico,89999121,89999121,0,5,0,127
1310,AgenteBasico,89999121,89999111,-10,10,-1,121
1311,AgenteBasico,89999111,89999106,-5,5,-1,116
1312,AgenteBasico,89999106,89999096,-10,10,-1,111
1313,AgenteBasico,89999096,89999091,-5,5,-1,105
1314,AgenteBasico,89999091,89999101,10,10,1,99
1315,AgenteBasico,89999101,89999106,5,5,1,93
1316,AgenteBasico,89999106,89999111,5,5,1,86
1317,AgenteBasico,89999111,89999111,0,5,0,80
1318,AgenteBasico,89999111,89999106,-5,5,-1,75
1319,AgenteBasico,89999106,89999101,-5,5,-1,69
1320,AgenteBasico,89999101,89999111,10,10,1,63
1321,AgenteBasico,89999111,89999106,-5,5,-1,56
1322,AgenteBasico,89999106,89999101,-5,5,-1,49
1323,AgenteBasico,89999101,89999096,-5,5,-1,203
1324,AgenteBasico,89999096,89999091,-5,5,-1,198
1325,AgenteBasico,89999091,89999086,-5,5,-1,192
1326,AgenteBasico,89999086,89999086,0,5,0,187
1327,AgenteBasico,89999086,89999091,5,5,1,182
1328,AgenteBasico,89999091,89999091,0,5,0,177
1329,AgenteBasico,89999091,89999096,5,5,1,172
1330,AgenteBasico,89999096,89999091,-5,5,-1,165
1331,AgenteBasico,89999091,89999086,-5,5,-1,160
1332,AgenteBasico,89999086,89999081,-5,5,-1,154
1333,AgenteBasico,89999081,89999076,-5,5,-1,149
1334,AgenteBasico,89999076,89999073,-3,0,-1,142
1335,AgenteBasico,89999073,89999073,0,5,0,137
1336,AgenteBasico,89999073,89999063,-10,10,-1,133
1337,AgenteBasico,89999063,89999058,-5,5,-1,127
1338,AgenteBasico,89999058,89999058,0,10,0,121
1339,AgenteBasico,89999058,89999063,5,5,1,115
1340,AgenteBasico,89999063,89999058,-5,5,-1,109
1341,AgenteBasico,89999058,89999063,5,5,1,103
1342,AgenteBasico,89999063,89999068,5,5,1,96
1343,AgenteBasico,89999068,89999053,-15,15,-1,89
1344,AgenteBasico,89999053,89999048,-5,5,-1,80
1345,AgenteBasico,89999048,89999043,-5,5,-1,74
1346,AgenteBasico,89999043,89999053,10,10,1,70
1347,AgenteBasico,89999053,89999048,-5,5,-1,64
1348,AgenteBasico,89999048,89999053,5,5,1,57
1349,AgenteBasico,89999053,89999058,5,5,1,51
1350,AgenteBasico,89999058,89999058,0,5,0,202
1351,AgenteBasico,89999058,89999053,-5,5,-1,197
1352,AgenteBasico,89999053,89999063,10,10,1,190
1353,AgenteBasico,89999063,89999070,7,5,1,183
1354,AgenteBasico,89999070,89999070,0,5,0,178
1355,AgenteBasico,89999070,89999070,0,5,0,174
1356,AgenteBasico,89999070,89999075,5,5,1,170
1357,AgenteBasico,89999075,89999072,-3,0,-1,165
1358,AgenteBasico,89999072,89999067,-5,5,-1,160
1359,AgenteBasico,89999067,89999072,5,5,1,153
1360,AgenteBasico,89999072,89999077,5,5,1,148
1361,AgenteBasico,89999077,89999077,0,10,0,143
1362,AgenteBasico,89999077,89999067,-10,10,-1,137
1363,AgenteBasico,89999067,89999062,-5,5,-1,131
1364,AgenteBasico,89999062,89999067,5,5,1,125
1365,AgenteBasico,89999067,89999072,5,5,1,120
1366,AgenteBasico,89999072,89999079,7,5,1,115
1367,AgenteBasico,89999079,89999086,7,5,1,110
1368,AgenteBasico,89999086,89999081,-5,5,-1,106
1369,AgenteBasico,89999081,89999086,5,5,1,102
1370,AgenteBasico,89999086,89999081,-5,5,-1,97
1371,AgenteBasico,89999081,89999081,0,5,0,92
1372,AgenteBasico,89999081,89999076,-5,5,-1,87
1373,AgenteBasico,89999076,89999071,-5,5,-1,82
1374,AgenteBasico,89999071,89999071,0,5,0,77
1375,AgenteBasico,89999071,89999066,-5,5,-1,71
1376,AgenteBasico,89999066,89999071,5,5,1,66
1377,AgenteBasico,89999071,89999071,0,5,0,59
1378,AgenteBasico,89999071,89999076,5,5,1,52
1379,AgenteBasico,89999076,89999071,-5,5,-1,46
1380,AgenteBasico,89999071,89999078,7,5,1,40
1381,AgenteBasico,89999078,89999078,0,5,0,202
1382,AgenteBasico,89999078,89999068,-10,10,-1,195
1383,AgenteBasico,89999068,89999063,-5,5,-1,189
1384,AgenteBasico,89999063,89999068,5,5,1,182
1385,AgenteBasico,89999068,89999058,-10,10,-1,177
1386,AgenteBasico,89999058,89999063,5,5,1,172
1387,AgenteBasico,89999063,89999063,0,10,0,167
1388,AgenteBasico,89999063,89999058,-5,5,-1,161
1389,AgenteBasico,89999058,89999063,5,5,1,157
1390,AgenteBasico,89999063,89999058,-5,5,-1,152
1391,AgenteBasico,89999058,89999053,-5,5,-1,147
1392,AgenteBasico,89999053,89999048,-5,5,-1,142
1393,AgenteBasico,89999048,89999058,10,10,1,136
1394,AgenteBasico,89999058,89999063,5,5,1,130
1395,AgenteBasico,89999063,89999063,0,5,0,125
1396,AgenteBasico,89999063,89999058,-5,5,-1,120
1397,AgenteBasico,89999058,89999058,0,5,0,115
1398,AgenteBasico,89999058,89999068,10,10,1,109
1399,AgenteBasico,89999068,89999063,-5,5,-1,103
1400,AgenteBasico,89999063,89999063,0,5,0,96
1401,AgenteBasico,89999063,89999068,5,5,1,91
1402,AgenteBasico,89999068,89999063,-5,5,-1,85
1403,AgenteBasico,89999063,89999058,-5,5,-1,80
1404,AgenteBasico,89999058,89999063,5,5,1,76
1405,AgenteBasico,89999063,89999053,-10,10,-1,71
1406,AgenteBasico,89999053,89999058,5,5,1,65
1407,AgenteBasico,89999058,89999055,-3,0,-1,58
1408,AgenteBasico,89999055,89999055,0,5,0,54
1409,AgenteBasico,89999055,89999060,5,5,1,50
1410,AgenteBasico,89999060,89999060,0,5,0,43
1411,AgenteBasico,89999060,89999067,7,5,1,202
1412,AgenteBasico,89999067,89999062,-5,5,-1,197
1413,AgenteBasico,89999062,89999069,7,5,1,191
1414,AgenteBasico,89999069,89999069,0,10,0,186
1415,AgenteBasico,89999069,89999079,10,10,1,181
1416,AgenteBasico,89999079,89999074,-5,5,-1,173
1417,AgenteBasico,89999074,89999069,-5,5,-1,168
1418,AgenteBasico,89999069,89999064,-5,5,-1,162
1419,AgenteBasico,89999064,89999064,0,5,0,156
1420,AgenteBasico,89999064,89999064,0,10,0,151
1421,AgenteBasico,89999064,89999074,10,10,1,145
1422,AgenteBasico,89999074,89999074,0,10,0,139
1423,AgenteBasico,89999074,89999069,-5,5,-1,132
1424,AgenteBasico,89999069,89999064,-5,5,-1,125
1425,AgenteBasico,89999064,89999059,-5,5,-1,118
1426,AgenteBasico,89999059,89999059,0,5,0,114
1427,AgenteBasico,89999059,89999054,-5,5,-1,110
1428,AgenteBasico,89999054,89999059,5,5,1,103
1429,AgenteBasico,89999059,89999054,-5,5,-1,95
1430,AgenteBasico,89999054,89999049,-5,5,-1,90
1431,AgenteBasico,89999049,89999054,5,5,1,85
1432,AgenteBasico,89999054,89999049,-5,5,-1,80
1433,AgenteBasico,89999049,89999044,-5,5,-1,74
1434,AgenteBasico,89999044,89999044,0,5,0,68
1435,AgenteBasico,89999044,89999039,-5,5,-1,63
1436,AgenteBasico,89999039,89999034,-5,5,-1,58
1437,AgenteBasico,89999034,89999039,5,5,1,54
1438,AgenteBasico,89999039,89999046,7,5,1,49
1439,AgenteBasico,89999046,89999051,5,5,1,44
1440,AgenteBasico,89999051,89999051,0,5,0,39
1441,AgenteBasico,89999051,89999046,-5,5,-1,204
1442,AgenteBasico,89999046,89999051,5,5,1,198
1443,AgenteBasico,89999051,89999046,-5,5,-1,192
1444,AgenteBasico,89999046,89999041,-5,5,-1,187
1445,AgenteBasico,89999041,89999036,-5,5,-1,183
1446,AgenteBasico,89999036,89999026,-10,10,-1,177
1447,AgenteBasico,89999026,89999023,-3,0,-1,171
1448,AgenteBasico,89999023,89999018,-5,5,-1,166
1449,AgenteBasico,89999018,89999018,0,5,0,160
1450,AgenteBasico,89999018,89999013,-5,10,-1,156
1451,AgenteBasico,89999013,89999013,0,5,0,148
1452,AgenteBasico,89999013,89999008,-5,5,-1,142
1453,AgenteBasico,89999008,89999005,-3,0,-1,136
1454,AgenteBasico,89999005,89999005,0,5,0,132
1455,AgenteBasico,89999005,89999010,5,5,1,126
1456,AgenteBasico,89999010,89999017,7,5,1,121
1457,AgenteBasico,89999017,89999012,-5,5,-1,117
1458,AgenteBasico,89999012,89999007,-5,5,-1,110
1459,AgenteBasico,89999007,89999007,0,5,0,103
1460,AgenteBasico,89999007,89999012,5,5,1,97
1461,AgenteBasico,89999012,89999012,0,5,0,91
1462,AgenteBasico,89999012,89999012,0,5,0,87
1463,AgenteBasico,89999012,89999017,5,5,1,81
1464,AgenteBasico,89999017,89999027,10,10,1,75
1465,AgenteBasico,89999027,89999024,-3,0,-1,69
1466,AgenteBasico,89999024,89999019,-5,5,-1,64
1467,AgenteBasico,89999019,89999024,5,5,1,57
1468,AgenteBasico,89999024,89999024,0,5,0,51
1469,AgenteBasico,89999024,89999024,0,5,0,43
1470,AgenteBasico,89999024,89999029,5,5,1,203
1471,AgenteBasico,89999029,89999024,-5,5,-1,195
1472,AgenteBasico,89999024,89999019,-5,5,-1,189
1473,AgenteBasico,89999019,89999014,-5,5,-1,184
1474,AgenteBasico,89999014,89999021,7,5,1,178
1475,AgenteBasico,89999021,89999016,-5,5,-1,173
1476,AgenteBasico,89999016,89999011,-5,5,-1,167
1477,AgenteBasico,89999011,89999006,-5,5,-1,162
1478,AgenteBasico,89999006,89999011,5,5,1,157
1479,AgenteBasico,89999011,89999006,-5,5,-1,151
1480,AgenteBasico,89999006,89999006,0,5,0,146
1481,AgenteBasico,89999006,89999011,5,5,1,141
1482,AgenteBasico,89999011,89999016,5,5,1,135
1483,AgenteBasico,89999016,89999011,-5,5,-1,128
1484,AgenteBasico,89999011,89999016,5,5,1,122
1485,AgenteBasico,89999016,89999016,0,5,0,117
1486,AgenteBasico,89999016,89999016,0,5,0,111
1487,AgenteBasico,89999016,89999006,-10,10,-1,106
1488,AgenteBasico,89999006,89999001,-5,5,-1,100
1489,AgenteBasico,89999001,89998996,-5,5,-1,95
1490,AgenteBasico,89998996,89998991,-5,5,-1,91
1491,AgenteBasico,89998991,89998986,-5,5,-1,87
1492,AgenteBasico,89998986,89998983,-3,0,-1,82
1493,AgenteBasico,89998983,89998978,-5,5,-1,78
1494,AgenteBasico,89998978,89998985,7,5,1,74
1495,AgenteBasico,89998985,89998980,-5,15,-1,69
1496,AgenteBasico,89998980,89998975,-5,5,-1,61
1497,AgenteBasico,89998975,89998985,10,10,1,56
1498,AgenteBasico,89998985,89998985,0,5,0,50
1499,AgenteBasico,89998985,89998980,-5,5,-1,44
1500,AgenteBasico,89998980,89998975,-5,5,-1,40
1501,AgenteBasico,89998975,89998970,-5,5,-1,35
1502,AgenteBasico,89998970,89998965,-5,5,-1,203
1503,AgenteBasico,89998965,89998970,5,5,1,196
1504,AgenteBasico,89998970,89998965,-5,5,-1,191
1505,AgenteBasico,89998965,89998955,-10,10,-1,185
1506,AgenteBasico,89998955,89998950,-5,5,-1,180
1507,AgenteBasico,89998950,89998950,0,5,0,175
1508,AgenteBasico,89998950,89998950,0,5,0,171
1509,AgenteBasico,89998950,89998947,-3,0,-1,167
1510,AgenteBasico,89998947,89998947,0,5,0,162
1511,AgenteBasico,89998947,89998947,0,5,0,158
1512,AgenteBasico,89998947,89998947,0,5,0,153
1513,AgenteBasico,89998947,89998957,10,10,1,147
1514,AgenteBasico,89998957,89998952,-5,5,-1,141
1515,AgenteBasico,89998952,89998957,5,5,1,133
1516,AgenteBasico,89998957,89998952,-5,5,-1,126
1517,AgenteBasico,89998952,89998949,-3,0,-1,120
1518,AgenteBasico,89998949,89998949,0,5,0,116
1519,AgenteBasico,89998949,89998944,-5,5,-1,110
1520,AgenteBasico,89998944,89998939,-5,5,-1,103
1521,AgenteBasico,89998939,89998934,-5,5,-1,99
1522,AgenteBasico,89998934,89998929,-5,5,-1,94
1523,AgenteBasico,89998929,89998934,5,5,1,89
1524,AgenteBasico,89998934,89998941,7,5,1,82
1525,AgenteBasico,89998941,89998936,-5,5,-1,76
1526,AgenteBasico,89998936,89998936,0,5,0,69
1527,AgenteBasico,89998936,89998936,0,10,0,63
1528,AgenteBasico,89998936,89998936,0,5,0,57
1529,AgenteBasico,89998936,89998941,5,5,1,52
1530,AgenteBasico,89998941,89998946,5,5,1,46
1531,AgenteBasico,89998946,89998951,5,5,1,40
1532,AgenteBasico,89998951,89998951,0,5,0,35
1533,AgenteBasico,89998951,89998961,10,10,1,203
1534,AgenteBasico,89998961,89998956,-5,5,-1,197
1535,AgenteBasico,89998956,89998951,-5,5,-1,192
1536,AgenteBasico,89998951,89998948,-3,0,-1,185
1537,AgenteBasico,89998948,89998938,-10,10,-1,181
1538,AgenteBasico,89998938,89998948,10,10,1,175
1539,AgenteBasico,89998948,89998955,7,5,1,169
1540,AgenteBasico,89998955,89998950,-5,5,-1,165
1541,AgenteBasico,89998950,89998950,0,5,0,159
1542,AgenteBasico,89998950,89998945,-5,5,-1,154
1543,AgenteBasico,89998945,89998952,7,5,1,147
1544,AgenteBasico,89998952,89998947,-5,5,-1,143
1545,AgenteBasico,89998947,89998942,-5,5,-1,137
1546,AgenteBasico,89998942,89998947,5,5,1,130
1547,AgenteBasico,89998947,89998954,7,5,1,124
1548,AgenteBasico,89998954,89998954,0,5,0,118
1549,AgenteBasico,89998954,89998954,0,5,0,114
1550,AgenteBasico,89998954,89998959,5,5,1,110
1551,AgenteBasico,89998959,89998954,-5,5,-1,104
1552,AgenteBasico,89998954,89998949,-5,10,-1,99
1553,AgenteBasico,89998949,89998949,0,5,0,92
1554,AgenteBasico,89998949,89998954,5,5,1,87
1555,AgenteBasico,89998954,89998959,5,5,1,79
1556,AgenteBasico,89998959,89998954,-5,5,-1,74
1557,AgenteBasico,89998954,89998959,5,5,1,69
1558,AgenteBasico,89998959,89998959,0,5,0,64
1559,AgenteBasico,89998959,89998964,5,5,1,60
1560,AgenteBasico,89998964,89998959,-5,5,-1,53
1561,AgenteBasico,89998959,89998964,5,5,1,48
1562,AgenteBasico,89998964,89998964,0,10,0,43
1563,AgenteBasico,89998964,89998971,7,5,1,202
1564,AgenteBasico,89998971,89998966,-5,5,-1,197
1565,AgenteBasico,89998966,89998961,-5,5,-1,190
1566,AgenteBasico,89998961,89998961,0,5,0,184
1567,AgenteBasico,89998961,89998966,5,5,1,179
1568,AgenteBasico,89998966,89998971,5,5,1,172
1569,AgenteBasico,89998971,89998968,-3,0,-1,165
1570,AgenteBasico,89998968,89998973,5,5,1,161
1571,AgenteBasico,89998973,89998968,-5,5,-1,156
1572,AgenteBasico,89998968,89998963,-5,5,-1,151
1573,AgenteBasico,89998963,89998958,-5,5,-1,145
1574,AgenteBasico,89998958,89998968,10,10,1,139
1575,AgenteBasico,89998968,89998968,0,5,0,132
1576,AgenteBasico,89998968,89998973,5,5,1,124
1577,AgenteBasico,89998973,89998968,-5,5,-1,117
1578,AgenteBasico,89998968,89998968,0,5,0,112
1579,AgenteBasico,89998968,89998968,0,10,0,107
1580,AgenteBasico,89998968,89998958,-10,10,-1,102
1581,AgenteBasico,89998958,89998963,5,5,1,97
1582,AgenteBasico,89998963,89998958,-5,5,-1,90
1583,AgenteBasico,89998958,89998955,-3,0,-1,85
1584,AgenteBasico,89998955,89998962,7,5,1,79
1585,AgenteBasico,89998962,89998957,-5,5,-1,73
1586,AgenteBasico,89998957,89998964,7,5,1,69
1587,AgenteBasico,89998964,89998964,0,5,0,64
1588,AgenteBasico,89998964,89998964,0,5,0,60
1589,AgenteBasico,89998964,89998954,-10,10,-1,55
1590,AgenteBasico,89998954,89998959,5,5,1,50
1591,AgenteBasico,89998959,89998956,-3,0,-1,44
1592,AgenteBasico,89998956,89998961,5,5,1,40
1593,AgenteBasico,89998961,89998956,-5,5,-1,34
1594,AgenteBasico,89998956,89998956,0,5,0,202
1595,AgenteBasico,89998956,89998956,0,5,0,198
1596,AgenteBasico,89998956,89998951,-5,5,-1,192
1597,AgenteBasico,89998951,89998941,-10,10,-1,186
1598,AgenteBasico,89998941,89998941,0,5,0,180
1599,AgenteBasico,89998941,89998941,0,10,0,175
1600,AgenteBasico,89998941,89998941,0,5,0,169
1601,AgenteBasico,89998941,89998941,0,5,0,164
1602,AgenteBasico,89998941,89998941,0,10,0,160
1603,AgenteBasico,89998941,89998941,0,5,0,155
1604,AgenteBasico,89998941,89998941,0,5,0,151
1605,AgenteBasico,89998941,89998946,5,5,1,147
1606,AgenteBasico,89998946,89998951,5,5,1,141
1607,AgenteBasico,89998951,89998951,0,5,0,136
1608,AgenteBasico,89998951,89998958,7,5,1,132
1609,AgenteBasico,89998958,89998963,5,5,1,127
1610,AgenteBasico,89998963,89998963,0,5,0,122
1611,AgenteBasico,89998963,89998968,5,5,1,115
1612,AgenteBasico,89998968,89998968,0,5,0,110
1613,AgenteBasico,89998968,89998968,0,5,0,104
1614,AgenteBasico,89998968,89998965,-3,0,-1,100
1615,AgenteBasico,89998965,89998960,-5,5,-1,96
1616,AgenteBasico,89998960,89998965,5,5,1,90
1617,AgenteBasico,89998965,89998965,0,5,0,84
1618,AgenteBasico,89998965,89998960,-5,5,-1,78
1619,AgenteBasico,89998960,89998960,0,5,0,72
1620,AgenteBasico,89998960,89998967,7,5,1,67
1621,AgenteBasico,89998967,89998962,-5,5,-1,62
1622,AgenteBasico,89998962,89998962,0,5,0,58
1623,AgenteBasico,89998962,89998962,0,5,0,54
1624,AgenteBasico,89998962,89998967,5,5,1,49
1625,AgenteBasico,89998967,89998957,-10,10,-1,44
1626,AgenteBasico,89998957,89998957,0,5,0,37
1627,AgenteBasico,89998957,89998957,0,5,0,203
1628,AgenteBasico,89998957,89998952,-5,5,-1,199
1629,AgenteBasico,89998952,89998947,-5,5,-1,192
1630,AgenteBasico,89998947,89998942,-5,5,-1,187
1631,AgenteBasico,89998942,89998942,0,5,0,181
1632,AgenteBasico,89998942,89998947,5,5,1,177
1633,AgenteBasico,89998947,89998942,-5,5,-1,171
1634,AgenteBasico,89998942,89998947,5,5,1,166
1635,AgenteBasico,89998947,89998947,0,5,0,161
1636,AgenteBasico,89998947,89998947,0,5,0,156
1637,AgenteBasico,89998947,89998942,-5,5,-1,151
1638,AgenteBasico,89998942,89998937,-5,5,-1,144
1639,AgenteBasico,89998937,89998937,0,5,0,137
1640,AgenteBasico,89998937,89998942,5,5,1,132
1641,AgenteBasico,89998942,89998937,-5,5,-1,126
1642,AgenteBasico,89998937,89998932,-5,5,-1,119
1643,AgenteBasico,89998932,89998927,-5,5,-1,114
1644,AgenteBasico,89998927,89998927,0,5,0,108
1645,AgenteBasico,89998927,89998922,-5,5,-1,104
1646,AgenteBasico,89998922,89998927,5,5,1,98
1647,AgenteBasico,89998927,89998932,5,5,1,91
1648,AgenteBasico,89998932,89998927,-5,5,-1,83
1649,AgenteBasico,89998927,89998927,0,5,0,77
1650,AgenteBasico,89998927,89998922,-5,5,-1,72
1651,AgenteBasico,89998922,89998917,-5,5,-1,66
1652,AgenteBasico,89998917,89998912,-5,5,-1,58
1653,AgenteBasico,89998912,89998907,-5,5,-1,53
1654,AgenteBasico,89998907,89998907,0,5,0,48
