mano_valor,mano_es_blanda,mano_apuesta,mano_num_cartas,mano_es_par_divisible,agente_nombre,agente_capital_inicial,dealer_valor_carta,accion_tomada,ganancia_neta,conteo_cartas,recompensa_normalizada
20,False,42,2,True,AgenteAleatorio1,9367,2,PLANTARSE,42,None,1.0
7,False,93,2,False,AgenteAleatorio1,9367,11,PLANTARSE,-93,None,-1.0
20,True,70,2,False,AgenteAleatorio1,9274,10,DOBLAR,140,None,2.0
13,False,88,2,False,AgenteAleatorio1,9274,3,PLANTARSE,88,None,1.0
12,False,41,2,False,AgenteAleatorio1,9362,11,RENDIRSE,-20,None,-0.4878048780487805
20,False,71,2,True,AgenteAleatorio1,9341,4,DIVIDIR,-142,None,-2.0
19,False,71,2,False,AgenteAleatorio1,9270,4,DOBLAR,-142,None,-2.0
17,False,71,2,False,AgenteAleatorio1,9199,4,PLANTARSE,71,None,1.0
8,False,25,2,True,AgenteAleatorio1,9270,5,PEDIR,0,None,0.0
18,False,25,3,False,AgenteAleatorio1,9270,5,DOBLAR,0,None,0.0
14,False,47,2,False,AgenteAleatorio1,9270,9,PEDIR,-47,None,-1.0
15,False,92,2,False,AgenteAleatorio1,9223,8,PEDIR,-92,None,-1.0
11,False,49,2,False,AgenteAleatorio1,9131,11,RENDIRSE,-24,None,-0.4897959183673469
18,True,31,2,False,AgenteAleatorio1,9106,10,DOBLAR,62,None,2.0
13,False,44,2,False,AgenteAleatorio1,9168,6,RENDIRSE,-22,None,-0.5
17,True,91,2,False,AgenteAleatorio1,9146,5,DOBLAR,-182,None,-2.0
12,False,84,2,True,AgenteAleatorio1,8964,10,PLANTARSE,-84,None,-1.0
6,False,18,2,False,AgenteAleatorio1,8880,2,DIVIDIR,18,None,1.0
12,False,40,2,False,AgenteAleatorio1,8898,7,DIVIDIR,-40,None,-1.0
17,False,43,2,False,AgenteAleatorio1,8858,10,PLANTARSE,43,None,1.0
12,False,32,2,False,AgenteAleatorio1,8901,7,DIVIDIR,-32,None,-1.0
16,False,62,2,False,AgenteAleatorio1,8869,10,RENDIRSE,-31,None,-0.5
21,True,54,2,False,AgenteAleatorio1,8838,4,RENDIRSE,-27,None,-0.5
20,True,56,2,False,AgenteAleatorio1,8811,11,DIVIDIR,-56,None,-1.0
12,False,33,2,False,AgenteAleatorio1,8755,2,DIVIDIR,-33,None,-1.0
19,False,48,2,False,AgenteAleatorio1,8722,11,DOBLAR,-96,None,-2.0
9,False,24,2,False,AgenteAleatorio1,8626,2,PLANTARSE,-24,None,-1.0
19,False,28,2,False,AgenteAleatorio1,8602,6,RENDIRSE,-14,None,-0.5
10,False,16,2,False,AgenteAleatorio1,8588,10,PEDIR,-16,None,-1.0
20,False,16,3,False,AgenteAleatorio1,8588,10,PLANTARSE,-16,None,-1.0
7,False,85,2,False,AgenteAleatorio1,8572,8,PEDIR,-85,None,-1.0
15,False,85,3,False,AgenteAleatorio1,8572,8,PEDIR,-85,None,-1.0
19,False,85,4,False,AgenteAleatorio1,8572,8,DOBLAR,-85,None,-1.0
12,False,40,2,False,AgenteAleatorio1,8487,6,RENDIRSE,-20,None,-0.5
19,False,15,2,False,AgenteAleatorio1,8467,3,PLANTARSE,15,None,1.0
11,False,79,2,False,AgenteAleatorio1,8467,3,DOBLAR,158,None,2.0
15,False,13,2,False,AgenteAleatorio1,8467,5,RENDIRSE,-6,None,-0.46153846153846156
20,False,52,2,True,AgenteAleatorio1,8460,8,PEDIR,-52,None,-1.0
4,False,73,2,True,AgenteAleatorio1,8408,10,DOBLAR,146,None,2.0
16,False,54,2,False,AgenteAleatorio1,8554,8,PLANTARSE,-54,None,-1.0
12,False,59,2,False,AgenteAleatorio1,8500,9,PEDIR,-59,None,-1.0
18,False,59,3,False,AgenteAleatorio1,8500,9,PLANTARSE,-59,None,-1.0
16,False,28,2,False,AgenteAleatorio1,8441,5,PEDIR,-28,None,-1.0
10,False,5,2,False,AgenteAleatorio1,8413,6,PLANTARSE,-5,None,-1.0
20,False,73,2,True,AgenteAleatorio1,8408,10,PEDIR,-73,None,-1.0
7,False,61,2,False,AgenteAleatorio1,8335,3,RENDIRSE,-30,None,-0.4918032786885246
12,False,28,2,False,AgenteAleatorio1,8304,9,DIVIDIR,28,None,1.0
20,False,65,2,True,AgenteAleatorio1,8332,10,PLANTARSE,65,None,1.0
12,False,51,2,False,AgenteAleatorio1,8332,3,DOBLAR,102,None,2.0
9,False,83,2,False,AgenteAleatorio1,8332,2,DOBLAR,-166,None,-2.0
12,False,75,2,False,AgenteAleatorio1,8166,10,PLANTARSE,-75,None,-1.0
15,False,10,2,False,AgenteAleatorio1,8091,7,PLANTARSE,-10,None,-1.0
21,True,48,2,False,AgenteAleatorio1,8081,10,DIVIDIR,108,None,2.25
10,False,1,2,False,AgenteAleatorio1,8153,6,PEDIR,0,None,0.0
20,False,1,3,False,AgenteAleatorio1,8153,6,DIVIDIR,0,None,0.0
12,False,54,2,True,AgenteAleatorio1,8153,3,DOBLAR,108,None,2.0
14,True,60,2,False,AgenteAleatorio1,8261,8,PEDIR,-60,None,-1.0
14,False,60,3,False,AgenteAleatorio1,8261,8,RENDIRSE,-60,None,-1.0
14,False,35,2,False,AgenteAleatorio1,8201,11,DIVIDIR,-35,None,-1.0
13,False,77,2,False,AgenteAleatorio1,8166,10,RENDIRSE,-38,None,-0.4935064935064935
16,False,52,2,False,AgenteAleatorio1,8127,10,PLANTARSE,-52,None,-1.0
11,False,60,2,False,AgenteAleatorio1,8075,7,PLANTARSE,-60,None,-1.0
20,False,20,2,True,AgenteAleatorio1,8015,10,PEDIR,-20,None,-1.0
14,False,69,2,False,AgenteAleatorio1,7995,10,RENDIRSE,-34,None,-0.4927536231884058
18,True,24,2,False,AgenteAleatorio1,7960,4,PEDIR,24,None,1.0
18,False,24,3,False,AgenteAleatorio1,7960,4,RENDIRSE,24,None,1.0
12,False,61,2,False,AgenteAleatorio1,7984,6,DIVIDIR,61,None,1.0
21,True,80,2,False,AgenteAleatorio1,8045,9,PLANTARSE,142,None,1.775
21,True,19,2,False,AgenteAleatorio1,8165,10,PEDIR,-19,None,-1.0
12,False,19,3,False,AgenteAleatorio1,8165,10,PLANTARSE,-19,None,-1.0
11,False,71,2,False,AgenteAleatorio1,8146,3,DOBLAR,142,None,2.0
16,False,12,2,False,AgenteAleatorio1,8288,10,PLANTARSE,12,None,1.0
14,False,46,2,False,AgenteAleatorio1,8300,8,DIVIDIR,-46,None,-1.0
19,False,78,2,False,AgenteAleatorio1,8254,2,DOBLAR,-156,None,-2.0
21,True,13,2,False,AgenteAleatorio1,8098,2,RENDIRSE,-6,None,-0.46153846153846156
18,False,47,2,False,AgenteAleatorio1,8091,5,RENDIRSE,-23,None,-0.48936170212765956
19,False,67,2,False,AgenteAleatorio1,8067,10,DOBLAR,-134,None,-2.0
20,False,28,2,True,AgenteAleatorio1,7933,7,PLANTARSE,-28,None,-1.0
13,False,42,2,False,AgenteAleatorio1,7905,10,DIVIDIR,-42,None,-1.0
18,False,1,2,False,AgenteAleatorio1,7863,10,DOBLAR,-2,None,-2.0
16,False,30,2,False,AgenteAleatorio1,7861,10,DIVIDIR,30,None,1.0
20,False,25,2,True,AgenteAleatorio1,7891,6,DIVIDIR,25,None,1.0
20,False,25,2,True,AgenteAleatorio1,7866,6,PLANTARSE,25,None,1.0
18,False,25,2,False,AgenteAleatorio1,7866,6,PEDIR,-25,None,-1.0
8,False,53,2,False,AgenteAleatorio1,7866,10,PEDIR,-53,None,-1.0
18,False,53,3,False,AgenteAleatorio1,7866,10,DIVIDIR,-53,None,-1.0
12,False,8,2,False,AgenteAleatorio1,7813,2,DOBLAR,16,None,2.0
13,False,31,2,False,AgenteAleatorio1,7813,5,PEDIR,-31,None,-1.0
15,False,31,3,False,AgenteAleatorio1,7813,5,RENDIRSE,-31,None,-1.0
7,False,36,2,False,AgenteAleatorio1,7782,8,PEDIR,-36,None,-1.0
14,False,36,3,False,AgenteAleatorio1,7782,8,PEDIR,-36,None,-1.0
11,False,18,2,False,AgenteAleatorio1,7746,2,PLANTARSE,18,None,1.0
8,False,46,2,False,AgenteAleatorio1,7764,6,DOBLAR,-92,None,-2.0
18,False,15,2,False,AgenteAleatorio1,7672,10,PLANTARSE,-15,None,-1.0
14,True,68,2,False,AgenteAleatorio1,7657,10,DIVIDIR,68,None,1.0
18,True,25,2,False,AgenteAleatorio1,7725,3,RENDIRSE,-12,None,-0.48
19,False,72,2,False,AgenteAleatorio1,7712,7,PEDIR,-72,None,-1.0
15,False,28,2,False,AgenteAleatorio1,7640,10,DOBLAR,-56,None,-2.0
12,False,12,2,False,AgenteAleatorio1,7584,4,RENDIRSE,-6,None,-0.5
20,False,72,2,True,AgenteAleatorio1,7578,8,DIVIDIR,72,None,1.0
14,False,72,2,False,AgenteAleatorio1,7506,8,PLANTARSE,72,None,1.0
17,False,72,2,False,AgenteAleatorio1,7506,8,PEDIR,72,None,1.0
19,False,72,3,False,AgenteAleatorio1,7506,8,RENDIRSE,72,None,1.0
17,False,42,2,False,AgenteAleatorio1,7722,10,RENDIRSE,-21,None,-0.5
14,False,36,2,False,AgenteAleatorio1,7701,5,DOBLAR,-72,None,-2.0
11,False,6,2,False,AgenteAleatorio1,7629,8,DOBLAR,12,None,2.0
10,False,8,2,False,AgenteAleatorio1,7641,3,DIVIDIR,-8,None,-1.0
17,False,54,2,False,AgenteAleatorio1,7633,10,RENDIRSE,-27,None,-0.5
16,False,36,2,False,AgenteAleatorio1,7606,4,RENDIRSE,-18,None,-0.5
8,False,48,2,False,AgenteAleatorio1,7588,6,DIVIDIR,-48,None,-1.0
9,False,65,2,False,AgenteAleatorio1,7540,3,PLANTARSE,65,None,1.0
20,True,16,2,False,AgenteAleatorio1,7605,5,DOBLAR,0,None,0.0
9,False,53,2,False,AgenteAleatorio1,7605,11,DIVIDIR,-53,None,-1.0
17,True,46,2,False,AgenteAleatorio1,7552,9,RENDIRSE,-23,None,-0.5
21,True,12,2,False,AgenteAleatorio1,7529,8,PEDIR,-12,None,-1.0
21,False,12,3,False,AgenteAleatorio1,7529,8,PEDIR,-12,None,-1.0
8,False,51,2,False,AgenteAleatorio1,7517,7,RENDIRSE,-25,None,-0.49019607843137253
20,False,8,2,True,AgenteAleatorio1,7491,4,DOBLAR,-16,None,-2.0
17,True,29,2,False,AgenteAleatorio1,7475,3,PEDIR,29,None,1.0
17,False,29,3,False,AgenteAleatorio1,7475,3,PLANTARSE,29,None,1.0
12,False,17,2,False,AgenteAleatorio1,7504,6,PLANTARSE,-17,None,-1.0
20,True,66,2,False,AgenteAleatorio1,7487,10,DOBLAR,-132,None,-2.0
19,False,62,2,False,AgenteAleatorio1,7355,7,DOBLAR,-124,None,-2.0
19,False,59,2,False,AgenteAleatorio1,7231,5,DOBLAR,-118,None,-2.0
8,False,19,2,True,AgenteAleatorio1,7113,9,RENDIRSE,-9,None,-0.47368421052631576
5,False,31,2,False,AgenteAleatorio1,7103,11,DOBLAR,-62,None,-2.0
12,False,70,2,False,AgenteAleatorio1,7041,4,PLANTARSE,-70,None,-1.0
17,False,56,2,False,AgenteAleatorio1,6971,5,PEDIR,-56,None,-1.0
14,False,69,2,False,AgenteAleatorio1,6915,9,RENDIRSE,-34,None,-0.4927536231884058
13,False,32,2,False,AgenteAleatorio1,6880,2,DOBLAR,64,None,2.0
21,True,4,2,False,AgenteAleatorio1,6944,10,DIVIDIR,-11,None,-2.75
14,False,66,2,False,AgenteAleatorio1,6950,3,PLANTARSE,66,None,1.0
20,False,11,2,True,AgenteAleatorio1,7016,7,PEDIR,-11,None,-1.0
17,False,5,2,False,AgenteAleatorio1,7005,10,DOBLAR,-10,None,-2.0
20,False,36,2,True,AgenteAleatorio1,6995,10,PEDIR,-36,None,-1.0
5,False,17,2,False,AgenteAleatorio1,6959,8,PEDIR,17,None,1.0
16,True,17,3,False,AgenteAleatorio1,6959,8,PLANTARSE,17,None,1.0
5,False,11,2,False,AgenteAleatorio1,6976,3,PEDIR,-11,None,-1.0
8,False,11,3,False,AgenteAleatorio1,6976,3,PEDIR,-11,None,-1.0
16,False,11,4,False,AgenteAleatorio1,6976,3,RENDIRSE,-11,None,-1.0
15,False,17,2,False,AgenteAleatorio1,6965,5,PLANTARSE,17,None,1.0
15,False,30,2,False,AgenteAleatorio1,6982,8,DOBLAR,-60,None,-2.0
21,True,29,2,False,AgenteAleatorio1,6922,10,PLANTARSE,39,None,1.3448275862068966
13,False,27,2,False,AgenteAleatorio1,6922,10,RENDIRSE,-13,None,-0.48148148148148145
11,False,39,2,False,AgenteAleatorio1,6908,5,PEDIR,39,None,1.0
21,False,39,3,False,AgenteAleatorio1,6908,5,DIVIDIR,39,None,1.0
16,False,69,2,False,AgenteAleatorio1,6947,3,PLANTARSE,69,None,1.0
10,False,48,2,False,AgenteAleatorio1,7016,3,DIVIDIR,-48,None,-1.0
16,False,17,2,False,AgenteAleatorio1,6968,4,RENDIRSE,-8,None,-0.47058823529411764
21,True,43,2,False,AgenteAleatorio1,6959,10,PEDIR,43,None,1.0
21,False,43,3,False,AgenteAleatorio1,6959,10,PLANTARSE,43,None,1.0
14,False,26,2,False,AgenteAleatorio1,6959,7,RENDIRSE,-13,None,-0.5
18,False,5,2,True,AgenteAleatorio1,6946,9,DOBLAR,-10,None,-2.0
20,False,12,2,True,AgenteAleatorio1,6936,10,PLANTARSE,0,None,0.0
11,False,20,2,False,AgenteAleatorio1,6936,5,PLANTARSE,-20,None,-1.0
13,True,14,2,False,AgenteAleatorio1,6916,5,DOBLAR,-28,None,-2.0
13,False,61,2,False,AgenteAleatorio1,6888,10,RENDIRSE,-30,None,-0.4918032786885246
10,False,41,2,False,AgenteAleatorio1,6857,8,PEDIR,-41,None,-1.0
17,False,41,3,False,AgenteAleatorio1,6857,8,PEDIR,-41,None,-1.0
17,True,59,2,False,AgenteAleatorio1,6816,4,DOBLAR,118,None,2.0
11,False,61,2,False,AgenteAleatorio1,6934,3,DOBLAR,-122,None,-2.0
11,False,51,2,False,AgenteAleatorio1,6812,10,RENDIRSE,-25,None,-0.49019607843137253
12,False,40,2,True,AgenteAleatorio1,6786,4,PEDIR,-40,None,-1.0
14,False,32,2,False,AgenteAleatorio1,6746,9,PLANTARSE,-32,None,-1.0
15,False,56,2,False,AgenteAleatorio1,6714,8,PLANTARSE,-56,None,-1.0
17,True,66,2,False,AgenteAleatorio1,6658,10,PEDIR,66,None,1.0
21,True,66,3,False,AgenteAleatorio1,6658,10,RENDIRSE,66,None,1.0
12,False,23,2,False,AgenteAleatorio1,6658,6,DOBLAR,46,None,2.0
15,False,35,2,False,AgenteAleatorio1,6704,11,PEDIR,-35,None,-1.0
16,False,35,3,False,AgenteAleatorio1,6704,11,DOBLAR,-35,None,-1.0
17,False,53,2,False,AgenteAleatorio1,6669,10,PLANTARSE,0,None,0.0
18,False,32,2,True,AgenteAleatorio1,6669,7,DIVIDIR,32,None,1.0
19,False,32,2,False,AgenteAleatorio1,6637,7,PLANTARSE,32,None,1.0
16,False,32,2,False,AgenteAleatorio1,6637,7,RENDIRSE,-16,None,-0.5
19,False,65,2,False,AgenteAleatorio1,6653,2,PLANTARSE,65,None,1.0
10,False,49,2,False,AgenteAleatorio1,6718,6,DIVIDIR,-49,None,-1.0
15,False,47,2,False,AgenteAleatorio1,6669,11,PLANTARSE,-47,None,-1.0
16,False,53,2,False,AgenteAleatorio1,6622,4,RENDIRSE,-26,None,-0.49056603773584906
20,True,26,2,False,AgenteAleatorio1,6595,3,DOBLAR,52,None,2.0
19,False,26,2,False,AgenteAleatorio1,6595,3,DIVIDIR,26,None,1.0
8,False,45,2,True,AgenteAleatorio1,6595,4,PLANTARSE,-45,None,-1.0
20,False,9,2,True,AgenteAleatorio1,6550,3,RENDIRSE,-4,None,-0.4444444444444444
18,False,6,2,False,AgenteAleatorio1,6545,2,PEDIR,-6,None,-1.0
16,True,7,2,False,AgenteAleatorio1,6539,10,PLANTARSE,-7,None,-1.0
20,False,55,2,True,AgenteAleatorio1,6532,8,DOBLAR,-110,None,-2.0
18,False,40,2,False,AgenteAleatorio1,6422,7,DIVIDIR,40,None,1.0
13,False,47,2,False,AgenteAleatorio1,6422,5,DIVIDIR,-47,None,-1.0
13,False,50,2,False,AgenteAleatorio1,6375,5,DOBLAR,-100,None,-2.0
13,False,43,2,False,AgenteAleatorio1,6275,5,PEDIR,43,None,1.0
14,False,43,3,False,AgenteAleatorio1,6275,5,RENDIRSE,43,None,1.0
9,False,52,2,False,AgenteAleatorio1,6318,10,RENDIRSE,-26,None,-0.5
18,False,22,2,True,AgenteAleatorio1,6292,5,RENDIRSE,-11,None,-0.5
13,False,20,2,False,AgenteAleatorio1,6281,10,DOBLAR,-40,None,-2.0
13,False,28,2,False,AgenteAleatorio1,6241,6,DIVIDIR,-28,None,-1.0
21,True,24,2,False,AgenteAleatorio1,6213,4,PLANTARSE,43,None,1.7916666666666667
12,False,21,2,False,AgenteAleatorio1,6249,10,PLANTARSE,-21,None,-1.0
19,False,43,2,False,AgenteAleatorio1,6228,8,DIVIDIR,43,None,1.0
11,False,7,2,False,AgenteAleatorio1,6228,3,DIVIDIR,-7,None,-1.0
18,False,14,2,False,AgenteAleatorio1,6221,6,PLANTARSE,-14,None,-1.0
16,False,19,2,False,AgenteAleatorio1,6207,7,RENDIRSE,-9,None,-0.47368421052631576
8,False,56,2,False,AgenteAleatorio1,6197,6,RENDIRSE,-28,None,-0.5
18,False,12,2,False,AgenteAleatorio1,6169,5,PLANTARSE,0,None,0.0
20,False,18,2,True,AgenteAleatorio1,6169,11,RENDIRSE,-9,None,-0.5
19,False,17,2,False,AgenteAleatorio1,6160,5,RENDIRSE,-8,None,-0.47058823529411764
12,False,8,2,False,AgenteAleatorio1,6151,10,RENDIRSE,-4,None,-0.5
14,False,29,2,False,AgenteAleatorio1,6147,11,DOBLAR,-58,None,-2.0
14,False,13,2,False,AgenteAleatorio1,6089,10,RENDIRSE,-6,None,-0.46153846153846156
13,False,27,2,False,AgenteAleatorio1,6082,10,DIVIDIR,-27,None,-1.0
18,False,29,2,False,AgenteAleatorio1,6055,2,RENDIRSE,-14,None,-0.4827586206896552
20,False,14,2,True,AgenteAleatorio1,6040,10,DOBLAR,-28,None,-2.0
19,False,25,2,False,AgenteAleatorio1,6012,9,PEDIR,25,None,1.0
20,False,25,3,False,AgenteAleatorio1,6012,9,DIVIDIR,25,None,1.0
10,False,49,2,False,AgenteAleatorio1,6012,4,RENDIRSE,-24,None,-0.4897959183673469
6,False,27,2,False,AgenteAleatorio1,5987,5,PEDIR,27,None,1.0
10,False,27,3,False,AgenteAleatorio1,5987,5,DOBLAR,27,None,1.0
10,False,27,2,False,AgenteAleatorio1,6014,8,PEDIR,27,None,1.0
21,True,27,3,False,AgenteAleatorio1,6014,8,RENDIRSE,27,None,1.0
6,False,34,2,False,AgenteAleatorio1,6014,5,PEDIR,-34,None,-1.0
16,False,34,3,False,AgenteAleatorio1,6014,5,RENDIRSE,-34,None,-1.0
14,False,54,2,False,AgenteAleatorio1,5980,2,DIVIDIR,-54,None,-1.0
13,True,1,2,False,AgenteAleatorio1,5926,7,DIVIDIR,-1,None,-1.0
16,False,1,2,False,AgenteAleatorio1,5925,6,RENDIRSE,0,None,0.0
4,False,43,2,True,AgenteAleatorio1,5924,3,DIVIDIR,-21,None,-0.4883720930232558
12,False,43,2,False,AgenteAleatorio1,5881,3,RENDIRSE,-21,None,-0.4883720930232558
17,False,18,2,False,AgenteAleatorio1,5859,4,DIVIDIR,18,None,1.0
19,True,51,2,False,AgenteAleatorio1,5877,10,DIVIDIR,51,None,1.0
18,False,9,2,False,AgenteAleatorio1,5877,4,DOBLAR,-18,None,-2.0
